exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
4931_59_F3_TF	Female	BMI	4931_59	TF	F3	3	IVW-MRE	0.0414399342152285	0.0080044871690376	2.25375965550651e-07	0.0257511393639148	0.0571287290665422
5088_175_IL23R_IL_23_R	Female	BMI	5088_175	IL_23_R	IL23R	4	IVW-MRE	0.0764785183904472	0.0126687320492338	1.57206756781519e-09	0.0516478035739489	0.101309233206945
5112_73_CD200_OX2G	Female	BMI	5112_73	OX2G	CD200	4	IVW-MRE	-0.045123858610139	0.00884510219270645	3.36857326167081e-07	-0.0624602589078436	-0.0277874583124344
5359_65_PIM1_PIM1	Female	BMI	5359_65	PIM1	PIM1	4	IVW-MRE	-0.0408127540554198	0.00823987773840763	7.30488169914706e-07	-0.0569629144226988	-0.0246625936881408
5476_66_PRKCG_PKC_G	Female	BMI	5476_66	PKC_G	PRKCG	3	IVW-MRE	-0.10775689857806	0.0191651594071122	1.8816865843256e-08	-0.145320611016	-0.0701931861401201
5701_81_CLEC3B_Tetranectin	Female	BMI	5701_81	Tetranectin	CLEC3B	4	IVW-MRE	0.0412868153670847	0.00356326201818338	4.80742741512561e-31	0.0343028218114453	0.0482708089227241
5744_12_MENT_CA056	Female	BMI	5744_12	CA056	MENT	14	IVW-MRE	-0.0377398904334783	0.00884620616539141	1.98809840611496e-05	-0.0550784545176455	-0.0204013263493111
5834_18_IL9_IL_9	Female	BMI	5834_18	IL_9	IL9	3	IVW-MRE	-0.114388521701992	0.0076600906132165	2.00862251601875e-50	-0.129402299303896	-0.0993747441000877
5918_5_PSME1_PSME1	Female	BMI	5918_5	PSME1	PSME1	3	IVW-MRE	0.0670582424985228	0.00285758737042737	8.9209084160236e-122	0.0614573712524852	0.0726591137445604
6219_14_PDZD11_PDZ11	Female	BMI	6219_14	PDZ11	PDZD11	3	IVW-MRE	-0.0810907238690868	0.00694937779266259	1.84054979895217e-31	-0.0947115043427055	-0.0674699433954681
6406_3_NMES1_NMES1	Female	BMI	6406_3	NMES1	NMES1	3	IVW-MRE	0.0528629724391838	0.0109540798934001	1.39392974499763e-06	0.0313929758481196	0.074332969030248
6455_52_HAPLN4_HPLN4	Female	BMI	6455_52	HPLN4	HAPLN4	3	IVW-MRE	-0.12780835112019	0.0191638870410435	2.5715074943824e-11	-0.165369569720635	-0.0902471325197448
7245_2_CELF2_CELF2	Female	BMI	7245_2	CELF2	CELF2	3	IVW-MRE	-0.0973414688641749	0.0042787939798926	1.44339797250105e-114	-0.105727905064764	-0.0889550326635854
7655_11_NPPB_N_terminal_pro_BNP	Female	BMI	7655_11	N_terminal_pro_BNP	NPPB	6	IVW-MRE	0.0318336656005655	0.00703969533605766	6.12513455177916e-06	0.0180358627418925	0.0456314684592385
7809_22_SPATA9_SPAT9	Female	BMI	7809_22	SPAT9	SPATA9	3	IVW-MRE	-0.0412790387371112	0.00795818989244421	2.13722026112581e-07	-0.0568770909263019	-0.0256809865479206
8100_15_ADM2_ADM2	Female	BMI	8100_15	ADM2	ADM2	3	IVW-MRE	0.025552849025715	0.00212774580041264	3.17320375440557e-33	0.0213824672569062	0.0297232307945238
8754_5_NMU_NMU	Female	BMI	8754_5	NMU	NMU	3	IVW-MRE	-0.0774220701219957	0.00780162484045323	3.2789580272292e-23	-0.092713254809284	-0.0621308854347074
8833_20_TNFSF10_TRAIL	Female	BMI	8833_20	TRAIL	TNFSF10	3	IVW-MRE	-0.0663083356479645	0.00503746153091638	1.43195298017728e-39	-0.0761817602485606	-0.0564349110473684
8839_4_MTX2_Metaxin_2	Female	BMI	8839_4	Metaxin_2	MTX2	3	IVW-MRE	-0.0826207968058558	0.010989221946034	5.54726115691776e-14	-0.104159671820082	-0.0610819217916292
8841_65_CILP2_CILP2	Female	BMI	8841_65	CILP2	CILP2	3	IVW-MRE	-0.109365215346117	0.0236522869196245	3.76637104309524e-06	-0.155723697708581	-0.063006732983653
9095_5_MTFR1_MTFR1	Female	BMI	9095_5	MTFR1	MTFR1	3	IVW-MRE	0.0313130199812969	0.00434552632942138	5.77014789811456e-13	0.022795788375631	0.0398302515869628
9102_28_ZFYVE27_ZFY27	Female	BMI	9102_28	ZFY27	ZFYVE27	4	IVW-MRE	0.0465606526216192	0.0103456572947659	6.77931275483617e-06	0.026283164323878	0.0668381409193604
9267_2_CPA4_CBPA4	Female	BMI	9267_2	CBPA4	CPA4	21	IVW-MRE	0.0130274031298409	0.00265074336556747	8.89536670431038e-07	0.00783194613332866	0.0182228601263531
9365_91_EYS_EYS	Female	BMI	9365_91	EYS	EYS	3	IVW-MRE	-0.0653128943858631	0.00293803856725704	1.7573827367835e-109	-0.0710714499776869	-0.0595543387940393
9838_4_SMAD1_SMAD1	Female	BMI	9838_4	SMAD1	SMAD1	4	IVW-MRE	0.0345732627701191	0.00365234535049855	2.90642250438891e-21	0.0274146658831419	0.0417318596570963
9955_40_RNF148_RN148	Female	BMI	9955_40	RN148	RNF148	3	IVW-MRE	-0.0787602195521389	0.00522681855379441	2.61043427854505e-51	-0.0890047839175759	-0.0685156551867019
10075_75_ACBD6_ACBD6	Female	WHR	10075_75	ACBD6	ACBD6	3	IVW-MRE	0.0675518696640709	0.00591527935970758	3.32635268798683e-30	0.055957922119044	0.0791458172090977
10089_7_ASMTL_ASML	Female	WHR	10089_7	ASML	ASMTL	3	IVW-MRE	0.0811148789661393	0.00951237549934887	1.49803098795606e-17	0.0624706229874155	0.0997591349448631
10574_10_AXL_AXL	Female	WHR	10574_10	AXL	AXL	10	IVW-MRE	0.0476342168133464	0.00644110998819693	1.41043858072829e-13	0.0350096412364804	0.0602587923902124
11358_15_GRB10_GRB10	Female	WHR	11358_15	GRB10	GRB10	4	IVW-MRE	0.0395156748534902	0.00638901572439896	6.21263452529284e-10	0.0269932040336682	0.0520381456733122
12332_7_EEF2K_EF2K	Female	WHR	12332_7	EF2K	EEF2K	5	IVW-MRE	-0.0503813561826173	0.0104073839806621	1.29236714530366e-06	-0.070779828784715	-0.0299828835805196
13094_75_RSPO3_RSPO3	Female	WHR	13094_75	RSPO3	RSPO3	4	IVW-MRE	0.195529875288147	0.0295752023710179	3.81017012216863e-11	0.137562478640952	0.253497271935342
13231_90_IGHG4_IgG4__Kappa	Female	WHR	13231_90	IgG4__Kappa	IGHG4	3	IVW-MRE	0.186469672186746	0.0397289822457815	2.68513991321336e-06	0.108600866985014	0.264338477388478
13495_48_HCAR2_HCAR2	Female	WHR	13495_48	HCAR2	HCAR2	3	IVW-MRE	0.0350248225388221	0.00466756853508732	6.19612582819312e-14	0.025876388210051	0.0441732568675932
13566_2_SSU72_SSU72	Female	WHR	13566_2	SSU72	SSU72	7	IVW-MRE	-0.0493317975624747	0.00778803917209357	2.38417037200043e-10	-0.0645963543397781	-0.0340672407851713
14088_38_IGFBP6_IGFBP_6	Female	WHR	14088_38	IGFBP_6	IGFBP6	3	IVW-MRE	-0.126557332115102	0.01207972711492	1.10373575633885e-25	-0.150233597260345	-0.102881066969859
16043_30_SHC1_SHC1	Female	WHR	16043_30	SHC1	SHC1	3	IVW-MRE	0.0503820053670315	0.0107849318782296	2.98981626998278e-06	0.0292435388857015	0.0715204718483615
16312_45_CDH6_Cadherin_6	Female	WHR	16312_45	Cadherin_6	CDH6	3	IVW-MRE	0.0445902106082028	0.010499707620125	2.16840546944939e-05	0.0240107836727578	0.0651696375436478
17199_43_HIF1AN_HIF1N	Female	WHR	17199_43	HIF1N	HIF1AN	3	IVW-MRE	-0.148793907260904	0.0235349580789353	2.57780557502128e-10	-0.194922425095617	-0.102665389426191
17712_7_IDI1_IDI1	Female	WHR	17712_7	IDI1	IDI1	3	IVW-MRE	0.0426818474271361	0.00968633889958658	1.05104614018954e-05	0.0236966231839464	0.0616670716703258
17744_31_RAB11A_RB11A	Female	WHR	17744_31	RB11A	RAB11A	4	IVW-MRE	0.0708887800701957	0.0148398973736954	1.78013814192064e-06	0.0418025812177527	0.0999749789226387
17849_6_DRG1_DRG1	Female	WHR	17849_6	DRG1	DRG1	3	IVW-MRE	0.0666233744418659	0.0131676289418721	4.20063437887679e-07	0.0408148217157966	0.0924319271679352
18172_71_ASF1A_ASF1A	Female	WHR	18172_71	ASF1A	ASF1A	3	IVW-MRE	-0.00498460994920536	0.00107691817606645	3.68168396378788e-06	-0.0070953695742956	-0.00287385032411512
18342_2_PSAT1_SERC	Female	WHR	18342_2	SERC	PSAT1	3	IVW-MRE	0.0253473615777044	0.00231549006661871	6.87858451136596e-28	0.0208090010471317	0.0298857221082771
18348_89_HNRNPD_HNRPD	Female	WHR	18348_89	HNRPD	HNRNPD	3	IVW-MRE	0.0500924996266708	0.0120887588032879	3.4170855031501e-05	0.0263985323722265	0.0737864668811151
18832_65_SAA2_SAA2	Female	WHR	18832_65	SAA2	SAA2	13	IVW-MRE	0.0304344280863199	0.0072130251656397	2.44985018022401e-05	0.0162968987616661	0.0445719574109737
19183_164_RPL12_RL12	Female	WHR	19183_164	RL12	RPL12	3	IVW-MRE	0.0409886890118123	0.00942281692189062	1.36174735751709e-05	0.0225199678449067	0.0594574101787179
19274_80_SNTA1_Alpha_1_syntrophin	Female	WHR	19274_80	Alpha_1_syntrophin	SNTA1	4	IVW-MRE	0.0695517538505262	0.0152881664998767	5.3802952457352e-06	0.0395869475107679	0.0995165601902845
2615_60_EFNA5_Ephrin_A5	Female	WHR	2615_60	Ephrin_A5	EFNA5	5	IVW-MRE	-0.0944098123722689	0.0221635715515458	2.04716065242677e-05	-0.137850412613299	-0.0509692121312391
2617_56_ERBB3_ERBB3	Female	WHR	2617_56	ERBB3	ERBB3	3	IVW-MRE	0.0612884149525303	0.014519805295159	2.43197393401377e-05	0.0328295965740187	0.0897472333310419
2730_58_MICA_MICA	Female	WHR	2730_58	MICA	MICA	11	IVW-MRE	-0.0316974320975721	0.0045847746945661	4.72409095461232e-12	-0.0406835904989217	-0.0227112736962225
2855_49_MAPK3_ERK_1	Female	WHR	2855_49	ERK_1	MAPK3	4	IVW-MRE	-0.0626105113753096	0.0104723671029303	2.2500838509601e-09	-0.083136350897053	-0.0420846718535662
2864_2_MAP2K1_MEK1	Female	WHR	2864_2	MEK1	MAP2K1	3	IVW-MRE	0.0766186353795787	0.00728552701945076	7.24763196662651e-26	0.0623390024214552	0.0908982683377022
3045_72_PTN_PTN	Female	WHR	3045_72	PTN	PTN	4	IVW-MRE	-0.0478861186739985	0.00728958262030177	5.0614617441036e-11	-0.06217370060979	-0.033598536738207
3347_9_ADRBK1_BARK1	Female	WHR	3347_9	BARK1	ADRBK1	3	IVW-MRE	0.0555050665604031	0.0127715786057519	1.3865315695193e-05	0.0304727724931294	0.0805373606276768
3822_54_MAPKAPK3_MAPKAPK3	Female	WHR	3822_54	MAPKAPK3	MAPKAPK3	3	IVW-MRE	0.0924468597890886	0.00921702572722998	1.12505261499131e-23	0.0743814893637178	0.110512230214459
4133_54_GZMB_Granzyme_B	Female	WHR	4133_54	Granzyme_B	GZMB	3	IVW-MRE	0.0475825441726071	0.00776042133908024	8.70881418105438e-10	0.0323721183480098	0.0627929699972044
5350_14_GPC6_GPC6	Female	WHR	5350_14	GPC6	GPC6	7	IVW-MRE	-0.0299073620517569	0.00692131699963685	1.55287945562092e-05	-0.0434731433710451	-0.0163415807324687
5744_12_MENT_CA056	Female	WHR	5744_12	CA056	MENT	14	IVW-MRE	-0.0519918788707258	0.0113882540233592	4.98554505266191e-06	-0.0743128567565098	-0.0296709009849418
5762_35_SPAG11B_Sperm_associated_antigen_11	Female	WHR	5762_35	Sperm_associated_antigen_11	SPAG11B	4	IVW-MRE	-0.0468575394344706	0.00642171371312656	2.94835963278697e-13	-0.0594440983121987	-0.0342709805567425
6372_7_YBX2_YBOX2	Female	WHR	6372_7	YBOX2	YBX2	7	IVW-MRE	0.0303456556558346	0.00732322517303028	3.41663797819696e-05	0.0159921343166953	0.044699176994974
6430_36_FAM19A2_F19A2	Female	WHR	6430_36	F19A2	FAM19A2	3	IVW-MRE	0.0631560221253454	0.0114509634678046	3.48095032927355e-08	0.0407121337284484	0.0855999105222424
6455_52_HAPLN4_HPLN4	Female	WHR	6455_52	HPLN4	HAPLN4	3	IVW-MRE	-0.160846625784073	0.0258916429240174	5.22149709384973e-10	-0.211594245915147	-0.110099005652999
7127_3_APOA2_Apo_A_II	Female	WHR	7127_3	Apo_A_II	APOA2	8	IVW-MRE	-0.0611487148957873	0.0138295903916707	9.79793265970958e-06	-0.0882547120634619	-0.0340427177281127
7184_13_CEACAM7_CEAM7	Female	WHR	7184_13	CEAM7	CEACAM7	8	IVW-MRE	0.0432038306196046	0.00730773806715291	3.37842865902169e-09	0.0288806640079849	0.0575269972312243
8225_86_EPHB2_EPHB2	Female	WHR	8225_86	EPHB2	EPHB2	5	IVW-MRE	0.0563615419378388	0.0127683510657177	1.01403040054916e-05	0.0313355738490321	0.0813875100266455
8427_118_RSPO3_RSPO3	Female	WHR	8427_118	RSPO3	RSPO3	4	IVW-MRE	0.17561746582299	0.0274815169497349	1.65468918011245e-10	0.12175369260151	0.22948123904447
9078_207_SNTB1_SNTB1	Female	WHR	9078_207	SNTB1	SNTB1	3	IVW-MRE	0.0771025657703738	0.0169426277664112	5.34414994792019e-06	0.0438950153482079	0.11031011619254
9111_40_JPH4_JPH4	Female	WHR	9111_40	JPH4	JPH4	4	IVW-MRE	-0.134073150375802	0.0187861631224305	9.55264104741551e-13	-0.170894030095766	-0.0972522706558382
9229_9_CTRL_CTRL	Female	WHR	9229_9	CTRL	CTRL	4	IVW-MRE	0.0456623002693338	0.0095305519950502	1.65828431039204e-06	0.0269824183590354	0.0643421821796322
9758_17_RPS4X_RS4X	Female	WHR	9758_17	RS4X	RPS4X	4	IVW-MRE	0.0298283801448993	0.00461533080016564	1.02721249514962e-10	0.0207823317765746	0.038874428513224
10430_31_SLC3A2_4F2	Sex-combined	BMI	10430_31	4F2	SLC3A2	3	IVW-MRE	-0.0349663434544506	0.00671730941135324	1.93569696918777e-07	-0.0481322699007029	-0.0218004170081983
11219_95_FGFBP3_FGFP3	Sex-combined	BMI	11219_95	FGFP3	FGFBP3	10	IVW-MRE	-0.0176841375978972	0.00428182696923002	3.62692407314793e-05	-0.026076518457588	-0.00929175673820636
11257_1_QDPR_DHPR	Sex-combined	BMI	11257_1	DHPR	QDPR	4	IVW-MRE	0.0529814638673836	0.00725404228478263	2.79927153314997e-13	0.0387635409892096	0.0671993867455576
11955_1_ARHGAP1_RHG01	Sex-combined	BMI	11955_1	RHG01	ARHGAP1	4	IVW-MRE	0.0577387113216357	0.00526015543126506	4.95119946309912e-28	0.0474288066763562	0.0680486159669152
12594_5_GCA_GRAN	Sex-combined	BMI	12594_5	GRAN	GCA	4	IVW-MRE	-0.00778636784200893	0.00128714822007281	1.45461026810247e-09	-0.0103091783533516	-0.00526355733066622
12715_30_DCP1B_DCP1B	Sex-combined	BMI	12715_30	DCP1B	DCP1B	4	IVW-MRE	-0.0112178439156047	0.00153177854753975	2.41745885674936e-13	-0.0142201298687826	-0.00821555796242679
12768_3_PPP1R3B_PPR3B	Sex-combined	BMI	12768_3	PPR3B	PPP1R3B	3	IVW-MRE	0.0374715702681831	0.00252322584551356	6.88866339690047e-50	0.0325260476109765	0.0424170929253897
13451_2_FNDC4_FNDC4	Sex-combined	BMI	13451_2	FNDC4	FNDC4	3	IVW-MRE	-0.0402876745086209	0.00942349457593326	1.90933908271772e-05	-0.0587577238774501	-0.0218176251397917
13554_78_REPIN1_REPI1	Sex-combined	BMI	13554_78	REPI1	REPIN1	4	IVW-MRE	-0.0276456178626865	0.00637145988695849	1.4314750589078e-05	-0.0401336792411251	-0.0151575564842479
13610_9_MAGEA10_MAGE_10	Sex-combined	BMI	13610_9	MAGE_10	MAGEA10	5	IVW-MRE	0.0109285013441689	0.00257584783168047	2.20865014938889e-05	0.00587983959407518	0.0159771630942626
14203_3_ANXA7_ANXA7	Sex-combined	BMI	14203_3	ANXA7	ANXA7	3	IVW-MRE	0.0337739715971157	0.00615949380812313	4.17610164902161e-08	0.0217013637331944	0.045846579461037
14318_1_VPS29_VPS29	Sex-combined	BMI	14318_1	VPS29	VPS29	10	IVW-MRE	0.0161215716920906	0.00343128804355011	2.62204544104903e-06	0.00939624712673238	0.0228468962574488
14603_51_KIAA0040_KIAA0040	Sex-combined	BMI	14603_51	KIAA0040	KIAA0040	5	IVW-MRE	0.0464328469182728	0.00996170140920531	3.14468548079663e-06	0.0269079121562304	0.0659577816803152
15447_45_SORD_Sorbitol_dehydrogenase	Sex-combined	BMI	15447_45	Sorbitol_dehydrogenase	SORD	4	IVW-MRE	-0.0235234004176376	0.00415144133134591	1.45895840365956e-08	-0.0316602254270756	-0.0153865754081996
15525_294_ADH1C_ADH1G	Sex-combined	BMI	15525_294	ADH1G	ADH1C	3	IVW-MRE	-0.0673421362067675	0.0163209417828909	3.68937573145535e-05	-0.0993311821012337	-0.0353530903123013
15634_139_SLIT1_SLIT1	Sex-combined	BMI	15634_139	SLIT1	SLIT1	3	IVW-MRE	-0.0496368186758378	0.0118944725211746	3.00483485997715e-05	-0.07294998481734	-0.0263236525343356
15641_20_TMEFF1_TEFF1	Sex-combined	BMI	15641_20	TEFF1	TMEFF1	4	IVW-MRE	-0.111936234657641	0.017513272873833	1.64257013062648e-10	-0.146262249490354	-0.0776102198249283
16079_2_TEC_TEC	Sex-combined	BMI	16079_2	TEC	TEC	3	IVW-MRE	0.0341662106449095	0.0033714102358859	3.89945256219011e-24	0.0275582465825731	0.0407741747072459
16596_25_GLRX3_GLRX3	Sex-combined	BMI	16596_25	GLRX3	GLRX3	3	IVW-MRE	0.0442214496456507	0.00458036702737986	4.70151897713285e-22	0.0352439302719862	0.0531989690193152
16922_53_PLXNB3_PLXB3	Sex-combined	BMI	16922_53	PLXB3	PLXNB3	3	IVW-MRE	-0.0530993902438142	0.00451824674567955	6.87947118020082e-32	-0.0619551538653461	-0.0442436266222823
17319_1_SELH_SELH	Sex-combined	BMI	17319_1	SELH	SELH	3	IVW-MRE	-0.0418410262495221	0.00682361453671961	8.68913660399424e-10	-0.0552153107414925	-0.0284667417575517
17467_1_DHRS9_DHRS9	Sex-combined	BMI	17467_1	DHRS9	DHRS9	5	IVW-MRE	0.033625668079456	0.00562472304007344	2.25629241951319e-09	0.0226012109209121	0.0446501252379999
18244_1_ANXA7_ANXA7	Sex-combined	BMI	18244_1	ANXA7	ANXA7	3	IVW-MRE	0.0334020253501019	0.00655789908055667	3.5169231616605e-07	0.0205485431522108	0.046255507547993
18271_43_OXSM_OXSM	Sex-combined	BMI	18271_43	OXSM	OXSM	8	IVW-MRE	0.0523362903190865	0.0066598795205631	3.88934504389854e-15	0.0392829264587828	0.0653896541793902
18311_44_DCTN6_DCTN6	Sex-combined	BMI	18311_44	DCTN6	DCTN6	4	IVW-MRE	0.0380382969090333	0.00466209981899319	3.37675021674661e-16	0.0289005812638066	0.04717601255426
18338_26_IDH1_IDH	Sex-combined	BMI	18338_26	IDH	IDH1	3	IVW-MRE	0.0175918954563931	0.00286909978547098	8.70524044387978e-10	0.01196845987687	0.0232153310359162
18842_24_UBE2D2_UB2D2	Sex-combined	BMI	18842_24	UB2D2	UBE2D2	4	IVW-MRE	0.0269699428459489	0.00359902815937093	6.69720740850478e-14	0.0199158476535819	0.0340240380383159
19110_6_MEMO1_MEMO1	Sex-combined	BMI	19110_6	MEMO1	MEMO1	4	IVW-MRE	0.0402252057098179	0.00402130473393558	1.47813797095614e-23	0.0323434484313042	0.0481069629883316
19161_1_USP15_UBP15	Sex-combined	BMI	19161_1	UBP15	USP15	4	IVW-MRE	0.0412958629319601	0.00487250115337907	2.34493567058262e-17	0.0317457606713371	0.0508459651925831
19169_88_FIBP_FIBP	Sex-combined	BMI	19169_88	FIBP	FIBP	4	IVW-MRE	0.0292201557337277	0.00427323940843213	8.0339891485317e-12	0.0208446064932007	0.0375957049742547
19239_5_ARF1_ARF1	Sex-combined	BMI	19239_5	ARF1	ARF1	3	IVW-MRE	0.0293412795744751	0.00567526605133013	2.34059986174559e-07	0.018217758113868	0.0404648010350822
19446_1_GMPR2_GMPR2	Sex-combined	BMI	19446_1	GMPR2	GMPR2	7	IVW-MRE	0.0214945429258722	0.00290359400390964	1.33405748074536e-13	0.0158034986782093	0.0271855871735351
19578_19_DOK2_DOK2	Sex-combined	BMI	19578_19	DOK2	DOK2	4	IVW-MRE	0.0650994954959703	0.00944986558467486	5.62122110037723e-12	0.0465777589500076	0.083621232041933
2806_49_ACVR1B_Activin_RIB	Sex-combined	BMI	2806_49	Activin_RIB	ACVR1B	3	IVW-MRE	-0.0411750783039397	0.00754716450747316	4.87798218593118e-08	-0.0559675207385871	-0.0263826358692923
2855_49_MAPK3_ERK_1	Sex-combined	BMI	2855_49	ERK_1	MAPK3	4	IVW-MRE	-0.0928996609801582	0.0131298029638457	1.48932119306671e-12	-0.118634074789296	-0.0671652471710206
3189_61_TMPRSS15_Enterokinase	Sex-combined	BMI	3189_61	Enterokinase	TMPRSS15	3	IVW-MRE	-0.0351777869713373	0.00629053097355858	2.24235048854881e-08	-0.0475072276795121	-0.0228483462631625
3616_3_GNS_GNS	Sex-combined	BMI	3616_3	GNS	GNS	5	IVW-MRE	-0.0261093410810373	0.00557103125012303	2.77745564265894e-06	-0.0370285623312784	-0.0151901198307962
4553_65_HDGFRP2_HDGR2	Sex-combined	BMI	4553_65	HDGR2	HDGFRP2	4	IVW-MRE	-0.044147806272696	0.00685393399817685	1.18504451929783e-10	-0.0575815169091226	-0.0307140956362694
4876_32_F9_Coagulation_Factor_IX	Sex-combined	BMI	4876_32	Coagulation_Factor_IX	F9	3	IVW-MRE	-0.113769397255878	0.0119745083222577	2.07952014832271e-21	-0.137239433567503	-0.0902993609442529
5088_175_IL23R_IL_23_R	Sex-combined	BMI	5088_175	IL_23_R	IL23R	4	IVW-MRE	0.0720803564806455	0.0124854858323263	7.7811485061578e-09	0.0476088042492859	0.096551908712005
5275_28_VAV1_VAV	Sex-combined	BMI	5275_28	VAV	VAV1	3	IVW-MRE	0.0419753062256825	0.00355328529275218	3.34023959680252e-32	0.0350108670518882	0.0489397453994768
5359_65_PIM1_PIM1	Sex-combined	BMI	5359_65	PIM1	PIM1	4	IVW-MRE	-0.0421207948902063	0.00343697898067108	1.57599685900703e-34	-0.0488572736923216	-0.035384316088091
5460_60_DDX19B_DEAD_box_protein_19B	Sex-combined	BMI	5460_60	DEAD_box_protein_19B	DDX19B	3	IVW-MRE	0.0342573069961279	0.00551235809186819	5.14432890026677e-10	0.0234530851360662	0.0450615288561896
5476_66_PRKCG_PKC_G	Sex-combined	BMI	5476_66	PKC_G	PRKCG	3	IVW-MRE	-0.0985051103899935	0.0185503875951319	1.09542507822865e-07	-0.134863870076452	-0.062146350703535
5481_16_RASA1_RASA1	Sex-combined	BMI	5481_16	RASA1	RASA1	3	IVW-MRE	0.0228773938432337	0.00461042555479196	6.97349808598512e-07	0.0138409597558415	0.0319138279306259
5701_81_CLEC3B_Tetranectin	Sex-combined	BMI	5701_81	Tetranectin	CLEC3B	4	IVW-MRE	0.0363736267910501	0.00617822327724353	3.92335658305009e-09	0.0242643091676528	0.0484829444144474
5744_12_MENT_CA056	Sex-combined	BMI	5744_12	CA056	MENT	14	IVW-MRE	-0.0350929161967432	0.00829210302719574	2.3153097393317e-05	-0.0513454381300469	-0.0188403942634395
5834_18_IL9_IL_9	Sex-combined	BMI	5834_18	IL_9	IL9	3	IVW-MRE	-0.0825207979482205	0.0155148989806123	1.04448208105e-07	-0.112929999950221	-0.0521115959462204
5918_5_PSME1_PSME1	Sex-combined	BMI	5918_5	PSME1	PSME1	3	IVW-MRE	0.0511039082223152	0.00644794213506741	2.27019568351994e-15	0.0384659416375831	0.0637418748070473
6219_14_PDZD11_PDZ11	Sex-combined	BMI	6219_14	PDZ11	PDZD11	3	IVW-MRE	-0.0553168452862301	0.0123174951348022	7.09172662547374e-06	-0.0794591357504424	-0.0311745548220178
7251_64_C1QTNF3_C1QT3	Sex-combined	BMI	7251_64	C1QT3	C1QTNF3	8	IVW-MRE	-0.0473380137190521	0.010321782781724	4.51333150248413e-06	-0.0675687079712311	-0.0271073194668731
7769_29_SH3BP2_3BP2	Sex-combined	BMI	7769_29	3BP2	SH3BP2	4	IVW-MRE	0.0182487092492273	0.00336318986298144	5.76270197380101e-08	0.0116568571177837	0.0248405613806709
8288_27_APOH_b2_Glycoprotein_I	Sex-combined	BMI	8288_27	b2_Glycoprotein_I	APOH	5	IVW-MRE	0.00931318021869501	0.00224519280441238	3.35313823536427e-05	0.00491260232204675	0.0137137581153433
8687_26_TMEM106B_T106B	Sex-combined	BMI	8687_26	T106B	TMEM106B	3	IVW-MRE	-0.06094125348098	0.00995258689873476	9.17391405515203e-10	-0.0804483238025001	-0.0414341831594599
8894_80_HNRNPAB_hnRNP_A_B	Sex-combined	BMI	8894_80	hnRNP_A_B	HNRNPAB	3	IVW-MRE	0.0182223360492218	0.00288104621663008	2.53392736782133e-10	0.0125754854646268	0.0238691866338168
9095_5_MTFR1_MTFR1	Sex-combined	BMI	9095_5	MTFR1	MTFR1	3	IVW-MRE	0.0286156409468621	0.00128170260402718	2.05360770090464e-110	0.0261035038429688	0.0311277780507554
9102_28_ZFYVE27_ZFY27	Sex-combined	BMI	9102_28	ZFY27	ZFYVE27	4	IVW-MRE	0.0298865469930157	0.00604039971205883	7.50660774727597e-07	0.0180473635573804	0.041725730428651
9365_91_EYS_EYS	Sex-combined	BMI	9365_91	EYS	EYS	3	IVW-MRE	-0.0461684676704458	0.00729327524436663	2.44718175354246e-10	-0.0604632871494044	-0.0318736481914872
9815_5_ARHGAP1_RHG01	Sex-combined	BMI	9815_5	RHG01	ARHGAP1	6	IVW-MRE	0.0487392716923377	0.00631274527164427	1.15626539379966e-14	0.0363662909599149	0.0611122524247605
9830_109_VAV3_VAV3	Sex-combined	BMI	9830_109	VAV3	VAV3	3	IVW-MRE	-0.0167735018205306	0.00304365301672346	3.5684732316305e-08	-0.0227390617333086	-0.0108079419077526
9955_40_RNF148_RN148	Sex-combined	BMI	9955_40	RN148	RNF148	3	IVW-MRE	-0.057049655119528	0.0112931807366445	4.37916620112461e-07	-0.0791842893633512	-0.0349150208757048
10075_75_ACBD6_ACBD6	Sex-combined	WHR	10075_75	ACBD6	ACBD6	3	IVW-MRE	0.0399800892099671	0.00902973759335034	9.52862723345642e-06	0.0222818035270004	0.0576783748929338
10574_10_AXL_AXL	Sex-combined	WHR	10574_10	AXL	AXL	10	IVW-MRE	0.0366359273991745	0.00653683630925823	2.08814883534442e-08	0.0238237282330284	0.0494481265653206
10890_135_LCTL_LCTL	Sex-combined	WHR	10890_135	LCTL	LCTL	3	IVW-MRE	-0.0498989043539313	0.00654916281475072	2.55396751481456e-14	-0.0627352634708427	-0.0370625452370199
11358_15_GRB10_GRB10	Sex-combined	WHR	11358_15	GRB10	GRB10	4	IVW-MRE	0.0298974987165704	0.00648684027863786	4.04714772864275e-06	0.0171832917704402	0.0426117056627006
12332_7_EEF2K_EF2K	Sex-combined	WHR	12332_7	EF2K	EEF2K	5	IVW-MRE	-0.052455951265414	0.00448729502736771	1.4358525419542e-31	-0.0612510495190547	-0.0436608530117733
12382_2_DDX58_DDX58	Sex-combined	WHR	12382_2	DDX58	DDX58	3	IVW-MRE	0.0368707617897453	0.00574586063061043	1.39053579239319e-10	0.0256088749537489	0.0481326486257417
12501_10_TBCA_TBCA	Sex-combined	WHR	12501_10	TBCA	TBCA	9	IVW-MRE	0.0310154992531325	0.00612638675832696	4.13557999900043e-07	0.0190077812068117	0.0430232172994533
