ID_adiposity_cancer	b	se	p	exposure	adiposity	cancer	group	method	protein	ID1	order	x_axis	ID
NA	0.0142137654532712	0.15171868296174	0.925440239236812	11155_16	BMI	proximal	Female	MVMR	CO6A5	protein	38	CO6A5	BMI_11155_16_proximal_Female
NA	0.207795592906705	0.0777775710903419	0.00808253329000707	BMI	BMI	proximal	Female	MVMR	COG8	BMI	39	COG8	BMI_9543_131_proximal_Female
NA	0.056024849314485	0.155547432975001	0.719041294566391	9543_131	BMI	proximal	Female	MVMR	COG8	protein	39	COG8	BMI_9543_131_proximal_Female
NA	0.214799962672651	0.0762078543272753	0.00523975113610183	BMI	BMI	proximal	Female	MVMR	COPA1	BMI	40	COPA1	BMI_7006_4_proximal_Female
NA	0.00292589954737489	0.134231849124844	0.982628337858583	7006_4	BMI	proximal	Female	MVMR	COPA1	protein	40	COPA1	BMI_7006_4_proximal_Female
NA	0.304750032340813	0.0659280171675125	6.88790748708774e-06	BMI	BMI	colon	Male	MVMR	CPLX2	BMI	41	CPLX2	BMI_15321_8_colon_Male
NA	0.162395306736641	0.0542009548554244	0.0028899079965628	BMI	BMI	distal	Sex-combined	MVMR	CPLX2	BMI	41	CPLX2	BMI_15321_8_distal_Sex-combined
NA	0.149164259084957	0.126456896460048	0.239609947071302	15321_8	BMI	colon	Male	MVMR	CPLX2	protein	41	CPLX2	BMI_15321_8_colon_Male
NA	-0.0502688125172738	0.0822717435529853	0.541511729156267	15321_8	BMI	distal	Sex-combined	MVMR	CPLX2	protein	41	CPLX2	BMI_15321_8_distal_Sex-combined
NA	0.188200168867514	0.0771942984835202	0.0155205088851665	BMI	BMI	proximal	Female	MVMR	CRBS	BMI	42	CRBS	BMI_19311_15_proximal_Female
NA	0.194288053130437	0.147145717922946	0.188009777018204	19311_15	BMI	proximal	Female	MVMR	CRBS	protein	42	CRBS	BMI_19311_15_proximal_Female
NA	0.195323715399027	0.0750077111685249	0.00980507189335659	BMI	BMI	proximal	Female	MVMR	CRGD	BMI	43	CRGD	BMI_12366_16_proximal_Female
NA	0.187887400280852	0.11189653498084	0.0944696646550885	12366_16	BMI	proximal	Female	MVMR	CRGD	protein	43	CRGD	BMI_12366_16_proximal_Female
NA	0.196179630149239	0.0787138809202115	0.0133906331451936	BMI	BMI	proximal	Female	MVMR	CSDE1	BMI	44	CSDE1	BMI_12735_39_proximal_Female
NA	0.121345064656665	0.154700334809727	0.433612716111489	12735_39	BMI	proximal	Female	MVMR	CSDE1	protein	44	CSDE1	BMI_12735_39_proximal_Female
NA	0.132142207319011	0.077916611321354	0.0912379125924153	BMI	BMI	distal	Female	MVMR	CSMD2	BMI	45	CSMD2	BMI_9971_5_distal_Female
NA	-0.083222696643456	0.159382183821018	0.60205846067085	9971_5	BMI	distal	Female	MVMR	CSMD2	protein	45	CSMD2	BMI_9971_5_distal_Female
NA	0.207557751706744	0.0753318261793172	0.00633030498443728	BMI	BMI	proximal	Female	MVMR	CUL1	BMI	46	CUL1	BMI_17797_1_proximal_Female
NA	0.0141187840818036	0.0829888623782939	0.865057217512689	BMI	BMI	rectal	Female	MVMR	CUL1	BMI	46	CUL1	BMI_17797_1_rectal_Female
NA	0.0623910721575108	0.105731905257702	0.555706306254239	17797_1	BMI	proximal	Female	MVMR	CUL1	protein	46	CUL1	BMI_17797_1_proximal_Female
NA	0.128514451678849	0.11658796799979	0.271475184227256	17797_1	BMI	rectal	Female	MVMR	CUL1	protein	46	CUL1	BMI_17797_1_rectal_Female
NA	0.0983982785878375	0.0521932215710547	0.0606432148723714	BMI	BMI	overall	Female	MVMR	Cyclin H	BMI	47	Cyclin H	BMI_18913_3_overall_Female
NA	0.206531756969215	0.0748874575106829	0.00628088397076744	BMI	BMI	proximal	Female	MVMR	Cyclin H	BMI	47	Cyclin H	BMI_18913_3_proximal_Female
NA	0.0836951754014057	0.0775525760448409	0.281616787326856	BMI	BMI	distal	Female	MVMR	Cyclin H	BMI	47	Cyclin H	BMI_9848_22_distal_Female
NA	0.0502082184697245	0.0603997280043522	0.406678293560644	18913_3	BMI	overall	Female	MVMR	Cyclin H	protein	47	Cyclin H	BMI_18913_3_overall_Female
NA	0.0822099151650264	0.0860341935497406	0.340294583500199	18913_3	BMI	proximal	Female	MVMR	Cyclin H	protein	47	Cyclin H	BMI_18913_3_proximal_Female
NA	0.234418412453944	0.143090028604294	0.102723318112689	9848_22	BMI	distal	Female	MVMR	Cyclin H	protein	47	Cyclin H	BMI_9848_22_distal_Female
NA	0.227779013244161	0.0545555041754725	4.46787829144075e-05	BMI	BMI	overall	Male	MVMR	CYTL1	BMI	48	CYTL1	BMI_8402_22_overall_Male
NA	0.139694654530177	0.0370453581919113	0.000184973935696218	BMI	BMI	overall	Sex-combined	MVMR	CYTL1	BMI	48	CYTL1	BMI_8402_22_overall_Sex-combined
NA	-0.042311646109244	0.0429139504553863	0.325359765456071	8402_22	BMI	overall	Male	MVMR	CYTL1	protein	48	CYTL1	BMI_8402_22_overall_Male
NA	-0.0495820637543448	0.0299371976873229	0.0983969797204792	8402_22	BMI	overall	Sex-combined	MVMR	CYTL1	protein	48	CYTL1	BMI_8402_22_overall_Sex-combined
NA	0.179624704698018	0.0762910634999613	0.0193839013246185	BMI	BMI	proximal	Female	MVMR	D108B	BMI	49	D108B	BMI_5611_56_proximal_Female
NA	0.273548091348866	0.15160171797666	0.0724675939872739	5611_56	BMI	proximal	Female	MVMR	D108B	protein	49	D108B	BMI_5611_56_proximal_Female
NA	0.10523647049486	0.0540961766682978	0.052934692418813	BMI	BMI	overall	Female	MVMR	DB135	BMI	50	DB135	BMI_6411_58_overall_Female
NA	0.0131592051987482	0.0857732129003315	0.878200974737921	BMI	BMI	rectal	Female	MVMR	DB135	BMI	50	DB135	BMI_6411_58_rectal_Female
NA	-0.0006007193666239	0.0815841530610978	0.994131380334873	6411_58	BMI	overall	Female	MVMR	DB135	protein	50	DB135	BMI_6411_58_overall_Female
NA	0.0896456607346282	0.129687527978338	0.490100658037684	6411_58	BMI	rectal	Female	MVMR	DB135	protein	50	DB135	BMI_6411_58_rectal_Female
NA	0.0190290665344629	0.0864102046548953	0.82589518078275	BMI	BMI	rectal	Female	MVMR	DCBD1	BMI	51	DCBD1	BMI_9402_18_rectal_Female
NA	0.058861415283654	0.157524370861838	0.708994467508032	9402_18	BMI	rectal	Female	MVMR	DCBD1	protein	51	DCBD1	BMI_9402_18_rectal_Female
NA	0.198602267842916	0.0758522887497256	0.00941938102211129	BMI	BMI	proximal	Female	MVMR	discoidin domain receptor 1	BMI	52	discoidin domain receptor 1	BMI_4122_12_proximal_Female
NA	0.163012393571729	0.151180818844293	0.282037074407128	4122_12	BMI	proximal	Female	MVMR	discoidin domain receptor 1	protein	52	discoidin domain receptor 1	BMI_4122_12_proximal_Female
NA	0.181366594679397	0.0834859049544975	0.0310301562567133	BMI	BMI	distal	Male	MVMR	Discoidin domain receptor 2	BMI	53	Discoidin domain receptor 2	BMI_15381_45_distal_Male
NA	0.213778694340027	0.0808162297733774	0.00872110960762474	BMI	BMI	proximal	Female	MVMR	Discoidin domain receptor 2	BMI	53	Discoidin domain receptor 2	BMI_15381_45_proximal_Female
NA	0.298467106829026	0.171826533945985	0.083961693094253	15381_45	BMI	distal	Male	MVMR	Discoidin domain receptor 2	protein	53	Discoidin domain receptor 2	BMI_15381_45_distal_Male
NA	0.0165674563710163	0.145773725378005	0.909612055943443	15381_45	BMI	proximal	Female	MVMR	Discoidin domain receptor 2	protein	53	Discoidin domain receptor 2	BMI_15381_45_proximal_Female
NA	0.00999509495940095	0.0831126179679279	0.904381095049696	BMI	BMI	rectal	Female	MVMR	DPOE3	BMI	54	DPOE3	BMI_19170_25_rectal_Female
NA	0.152268866913295	0.120497659100373	0.207612576011011	19170_25	BMI	rectal	Female	MVMR	DPOE3	protein	54	DPOE3	BMI_19170_25_rectal_Female
NA	0.21710320013241	0.0798078716334699	0.00710817512579887	BMI	BMI	distal	Male	MVMR	DRR1	BMI	55	DRR1	BMI_2760_2_distal_Male
NA	0.0828068334254349	0.0958468569143809	0.38867173418593	2760_2	BMI	distal	Male	MVMR	DRR1	protein	55	DRR1	BMI_2760_2_distal_Male
NA	-0.00463252407697783	0.0840485842809626	0.956092514891102	BMI	BMI	rectal	Female	MVMR	DYLT3	BMI	56	DYLT3	BMI_12867_40_rectal_Female
NA	0.2662864760625	0.156041143899045	0.0892504219874653	12867_40	BMI	rectal	Female	MVMR	DYLT3	protein	56	DYLT3	BMI_12867_40_rectal_Female
NA	0.200265899216792	0.0832671892059115	0.0169524161337259	BMI	BMI	proximal	Female	MVMR	Dynactin subunit 2	BMI	57	Dynactin subunit 2	BMI_5879_51_proximal_Female
NA	0.185848553747507	0.0717267991609336	0.0102802050264403	WHR	WHR	proximal	Female	MVMR	Dynactin subunit 2	WHR	57	Dynactin subunit 2	WHR_5879_51_proximal_Female
NA	0.0638225057964708	0.139317534686171	0.64730349437966	5879_51	BMI	proximal	Female	MVMR	Dynactin subunit 2	protein	57	Dynactin subunit 2	BMI_5879_51_proximal_Female
NA	0.00491232911682596	0.144935100770088	0.972996377486149	5879_51	WHR	proximal	Female	MVMR	Dynactin subunit 2	protein	57	Dynactin subunit 2	WHR_5879_51_proximal_Female
NA	0.203881491849439	0.0758417828982679	0.00769904203773513	BMI	BMI	proximal	Female	MVMR	ELAV1	BMI	58	ELAV1	BMI_11592_1_proximal_Female
NA	0.0848090811145256	0.114755605322863	0.460622855538784	11592_1	BMI	proximal	Female	MVMR	ELAV1	protein	58	ELAV1	BMI_11592_1_proximal_Female
NA	0.0953345398168558	0.0545883671143012	0.0820547936643502	BMI	BMI	overall	Female	MVMR	ENTP6	BMI	59	ENTP6	BMI_8932_1_overall_Female
NA	0.211696831430942	0.0785412602805044	0.00754378487383797	BMI	BMI	proximal	Female	MVMR	ENTP6	BMI	59	ENTP6	BMI_8932_1_proximal_Female
NA	0.132122687843776	0.049404495567992	0.00811096429985955	WHR	WHR	overall	Female	MVMR	ENTP6	WHR	59	ENTP6	WHR_8932_1_overall_Female
NA	0.180477321326933	0.0715455345093264	0.0124335536965649	WHR	WHR	proximal	Female	MVMR	ENTP6	WHR	59	ENTP6	WHR_8932_1_proximal_Female
NA	0.0409494829064585	0.0759280589414696	0.590181394835315	8932_1	BMI	overall	Female	MVMR	ENTP6	protein	59	ENTP6	BMI_8932_1_overall_Female
NA	0.0330440049111607	0.109352978658196	0.762786348945201	8932_1	BMI	proximal	Female	MVMR	ENTP6	protein	59	ENTP6	BMI_8932_1_proximal_Female
NA	0.0607983484742598	0.0756588096325276	0.42259502357651	8932_1	WHR	overall	Female	MVMR	ENTP6	protein	59	ENTP6	WHR_8932_1_overall_Female
NA	0.0451898458108082	0.109905884073255	0.681391372092248	8932_1	WHR	proximal	Female	MVMR	ENTP6	protein	59	ENTP6	WHR_8932_1_proximal_Female
NA	0.178593232107035	0.0768762674393174	0.0210343628975883	BMI	BMI	proximal	Female	MVMR	EPHA3	BMI	60	EPHA3	BMI_3432_21_proximal_Female
NA	0.279721568743758	0.15232163390372	0.0675743732389031	3432_21	BMI	proximal	Female	MVMR	EPHA3	protein	60	EPHA3	BMI_3432_21_proximal_Female
NA	0.238121033140109	0.0818180129523632	0.00396132082001193	BMI	BMI	proximal	Female	MVMR	Ephrin-A4	BMI	61	Ephrin-A4	BMI_2614_28_proximal_Female
NA	-0.0925083762369228	0.144817327536153	0.523587369316893	2614_28	BMI	proximal	Female	MVMR	Ephrin-A4	protein	61	Ephrin-A4	BMI_2614_28_proximal_Female
NA	0.206130145689953	0.0512137441436732	6.72058367396977e-05	BMI	BMI	proximal	Sex-combined	MVMR	Ephrin-B3	BMI	62	Ephrin-B3	BMI_7785_1_proximal_Sex-combined
NA	0.190107608200111	0.0677892841045823	0.00541004582197985	WHR	WHR	proximal	Sex-combined	MVMR	Ephrin-B3	WHR	62	Ephrin-B3	WHR_7785_1_proximal_Sex-combined
NA	0.0309830023453398	0.0662117116252054	0.640062459308227	7785_1	BMI	proximal	Sex-combined	MVMR	Ephrin-B3	protein	62	Ephrin-B3	BMI_7785_1_proximal_Sex-combined
NA	-0.012022480957623	0.0750274402513672	0.872811850885172	7785_1	WHR	proximal	Sex-combined	MVMR	Ephrin-B3	protein	62	Ephrin-B3	WHR_7785_1_proximal_Sex-combined
NA	0.181259756799698	0.0767507132044071	0.019013168873223	BMI	BMI	proximal	Female	MVMR	ERBB4	BMI	63	ERBB4	BMI_2618_10_proximal_Female
NA	0.234184166427908	0.139236844683983	0.0939198263711877	2618_10	BMI	proximal	Female	MVMR	ERBB4	protein	63	ERBB4	BMI_2618_10_proximal_Female
NA	0.27322483275769	0.0749901173938468	0.000344793221262659	BMI	BMI	proximal	Male	MVMR	ERO1A	BMI	64	ERO1A	BMI_7060_2_proximal_Male
NA	0.00102587591022471	0.0865908406779069	0.990557548875245	BMI	BMI	rectal	Female	MVMR	ERO1A	BMI	64	ERO1A	BMI_7060_2_rectal_Female
NA	0.0119470215550428	0.142139195086111	0.933101660128474	7060_2	BMI	proximal	Male	MVMR	ERO1A	protein	64	ERO1A	BMI_7060_2_proximal_Male
NA	0.15532516720398	0.149935644803606	0.301306106930877	7060_2	BMI	rectal	Female	MVMR	ERO1A	protein	64	ERO1A	BMI_7060_2_rectal_Female
NA	0.204227598474567	0.0756979098327471	0.00748978969764525	BMI	BMI	proximal	Female	MVMR	F172A	BMI	65	F172A	BMI_5615_62_proximal_Female
NA	0.120185179291163	0.139600869106347	0.390170972162605	5615_62	BMI	proximal	Female	MVMR	F172A	protein	65	F172A	BMI_5615_62_proximal_Female
NA	0.0155247904027656	0.0838297795913647	0.853237809808736	BMI	BMI	rectal	Female	MVMR	F19A2	BMI	66	F19A2	BMI_6430_36_rectal_Female
NA	0.125607801998518	0.152765800511793	0.411789686020075	6430_36	BMI	rectal	Female	MVMR	F19A2	protein	66	F19A2	BMI_6430_36_rectal_Female
NA	0.0810102068466259	0.0773697175556071	0.29616467917305	BMI	BMI	distal	Female	MVMR	FA49B	BMI	67	FA49B	BMI_19176_27_distal_Female
NA	0.256965474083637	0.145547547380101	0.0787937233152559	19176_27	BMI	distal	Female	MVMR	FA49B	protein	67	FA49B	BMI_19176_27_distal_Female
NA	0.209711346707418	0.0757822790068097	0.0061084391760329	BMI	BMI	proximal	Female	MVMR	FANCL	BMI	68	FANCL	BMI_10063_10_proximal_Female
NA	0.0170295108218474	0.0836614070309711	0.838881434624117	BMI	BMI	rectal	Female	MVMR	FANCL	BMI	68	FANCL	BMI_10063_10_rectal_Female
NA	0.0473755429782412	0.122835774929172	0.700085633512236	10063_10	BMI	proximal	Female	MVMR	FANCL	protein	68	FANCL	BMI_10063_10_proximal_Female
NA	0.0994894845619095	0.135697683835878	0.464194855232477	10063_10	BMI	rectal	Female	MVMR	FANCL	protein	68	FANCL	BMI_10063_10_rectal_Female
NA	0.217136246086687	0.0805079993072575	0.00760760345453264	BMI	BMI	distal	Male	MVMR	FHR3	BMI	69	FHR3	BMI_16836_1_distal_Male
NA	0.088921297627568	0.137551365535143	0.518742366281251	16836_1	BMI	distal	Male	MVMR	FHR3	protein	69	FHR3	BMI_16836_1_distal_Male
NA	0.198495987666192	0.0711923817058314	0.00581492184277156	WHR	WHR	proximal	Female	MVMR	FKBP52 protein	WHR	70	FKBP52 protein	WHR_17722_5_proximal_Female
NA	-0.0903002023287436	0.136001860904315	0.507482527981725	17722_5	WHR	proximal	Female	MVMR	FKBP52 protein	protein	70	FKBP52 protein	WHR_17722_5_proximal_Female
NA	0.201598318177946	0.0761420442547271	0.00866087500720861	BMI	BMI	proximal	Female	MVMR	FREM2	BMI	71	FREM2	BMI_7246_4_proximal_Female
NA	0.0214619896493784	0.0841400636924524	0.79889148774388	BMI	BMI	rectal	Female	MVMR	FREM2	BMI	71	FREM2	BMI_7246_4_rectal_Female
NA	0.095636068812543	0.121180650697062	0.430799461353897	7246_4	BMI	proximal	Female	MVMR	FREM2	protein	71	FREM2	BMI_7246_4_proximal_Female
NA	0.0556199305588425	0.134078790065875	0.67864955275564	7246_4	BMI	rectal	Female	MVMR	FREM2	protein	71	FREM2	BMI_7246_4_rectal_Female
NA	0.199449645412319	0.0532246961851457	0.000202662911208211	BMI	BMI	proximal	Sex-combined	MVMR	Furin	BMI	72	Furin	BMI_6276_16_proximal_Sex-combined
NA	0.0405574710344055	0.0750597072261219	0.589239890971919	6276_16	BMI	proximal	Sex-combined	MVMR	Furin	protein	72	Furin	BMI_6276_16_proximal_Sex-combined
NA	0.00653361284938033	0.0846683606338051	0.938556827252866	BMI	BMI	rectal	Female	MVMR	G45IP	BMI	73	G45IP	BMI_9302_90_rectal_Female
NA	0.158126031650095	0.147785986759072	0.285741605039456	9302_90	BMI	rectal	Female	MVMR	G45IP	protein	73	G45IP	BMI_9302_90_rectal_Female
NA	0.203786330546831	0.0826180851600021	0.0145030042475505	BMI	BMI	distal	Male	MVMR	Galectin-4	BMI	74	Galectin-4	BMI_2982_82_distal_Male
NA	0.171452850496706	0.15899937225417	0.282221237123503	2982_82	BMI	distal	Male	MVMR	Galectin-4	protein	74	Galectin-4	BMI_2982_82_distal_Male
NA	0.246034946002205	0.0645413888165209	0.00018423543777644	BMI	BMI	colon	Male	MVMR	GALT1	BMI	75	GALT1	BMI_7090_17_colon_Male
NA	0.232458202232039	0.0758871081030621	0.00249603197996345	BMI	BMI	proximal	Male	MVMR	GALT1	BMI	75	GALT1	BMI_7090_17_proximal_Male
NA	0.214921553537528	0.0528735489342307	5.69849314648972e-05	BMI	BMI	proximal	Sex-combined	MVMR	GALT1	BMI	75	GALT1	BMI_7090_17_proximal_Sex-combined
NA	0.187566452544502	0.0688735849048641	0.00688372617675292	WHR	WHR	proximal	Sex-combined	MVMR	GALT1	WHR	75	GALT1	WHR_7090_17_proximal_Sex-combined
NA	0.260500372317469	0.100900602767198	0.010555874029803	7090_17	BMI	colon	Male	MVMR	GALT1	protein	75	GALT1	BMI_7090_17_colon_Male
NA	0.317797364889416	0.118418245738249	0.00790106489347472	7090_17	BMI	proximal	Male	MVMR	GALT1	protein	75	GALT1	BMI_7090_17_proximal_Male
NA	-0.0196230326113601	0.0725269424116818	0.786855393014105	7090_17	BMI	proximal	Sex-combined	MVMR	GALT1	protein	75	GALT1	BMI_7090_17_proximal_Sex-combined
NA	0.0139309391450594	0.0815750999844447	0.864529059555255	7090_17	WHR	proximal	Sex-combined	MVMR	GALT1	protein	75	GALT1	WHR_7090_17_proximal_Sex-combined
NA	0.217970412035222	0.0766614861768337	0.0048634041715879	BMI	BMI	proximal	Female	MVMR	GALT2	BMI	76	GALT2	BMI_5764_4_proximal_Female
NA	0.190092655625323	0.0717239845345071	0.00869125355115932	WHR	WHR	proximal	Female	MVMR	GALT2	WHR	76	GALT2	WHR_5764_4_proximal_Female
NA	-0.0160342247804161	0.144258067354702	0.911593824210177	5764_4	BMI	proximal	Female	MVMR	GALT2	protein	76	GALT2	BMI_5764_4_proximal_Female
NA	-0.0550391254094129	0.144642109891684	0.703967829388282	5764_4	WHR	proximal	Female	MVMR	GALT2	protein	76	GALT2	WHR_5764_4_proximal_Female
NA	0.137467195812372	0.0625263475040138	0.0288981793879889	BMI	BMI	colon	Female	MVMR	GBRL1	BMI	77	GBRL1	BMI_12661_44_colon_Female
NA	0.0819628362850618	0.0555640508619301	0.141539971790829	BMI	BMI	overall	Female	MVMR	GBRL1	BMI	77	GBRL1	BMI_12661_44_overall_Female
NA	0.21673867044473	0.0530691634514711	5.26600176848717e-05	BMI	BMI	proximal	Sex-combined	MVMR	GBRL1	BMI	77	GBRL1	BMI_12661_44_proximal_Sex-combined
NA	0.142733835881497	0.102461075272954	0.164936738924114	12661_44	BMI	colon	Female	MVMR	GBRL1	protein	77	GBRL1	BMI_12661_44_colon_Female
NA	0.098866802710364	0.0912858561047665	0.27991223391449	12661_44	BMI	overall	Female	MVMR	GBRL1	protein	77	GBRL1	BMI_12661_44_overall_Female
NA	-0.0478484489437148	0.0811311615973356	0.555652639826819	12661_44	BMI	proximal	Sex-combined	MVMR	GBRL1	protein	77	GBRL1	BMI_12661_44_proximal_Sex-combined
NA	0.0124218224668185	0.084106226868393	0.882713518532458	BMI	BMI	rectal	Female	MVMR	GCNT4	BMI	78	GCNT4	BMI_10842_7_rectal_Female
NA	0.123882211799644	0.139007500885437	0.373746143288559	10842_7	BMI	rectal	Female	MVMR	GCNT4	protein	78	GCNT4	BMI_10842_7_rectal_Female
NA	0.195915888665206	0.0778723466337712	0.0125479978528731	BMI	BMI	proximal	Female	MVMR	GDNF	BMI	79	GDNF	BMI_5822_22_proximal_Female
NA	0.270543602054339	0.0748434926868631	0.000382143590626494	BMI	BMI	proximal	Male	MVMR	GDNF	BMI	79	GDNF	BMI_5822_22_proximal_Male
NA	0.209163103081645	0.051765212123346	6.29864189652981e-05	BMI	BMI	proximal	Sex-combined	MVMR	GDNF	BMI	79	GDNF	BMI_5822_22_proximal_Sex-combined
NA	0.154900726868147	0.146899754288217	0.292762034905129	5822_22	BMI	proximal	Female	MVMR	GDNF	protein	79	GDNF	BMI_5822_22_proximal_Female
NA	0.0415999915899722	0.145397380696876	0.775094220548035	5822_22	BMI	proximal	Male	MVMR	GDNF	protein	79	GDNF	BMI_5822_22_proximal_Male
NA	0.00781606726005874	0.0806214469251842	0.92281234048778	5822_22	BMI	proximal	Sex-combined	MVMR	GDNF	protein	79	GDNF	BMI_5822_22_proximal_Sex-combined
NA	0.202823537422648	0.0760062112485471	0.0081564395911183	BMI	BMI	proximal	Female	MVMR	GIIE	BMI	80	GIIE	BMI_2447_7_proximal_Female
NA	0.0911463902549958	0.121699847217522	0.454649516969779	2447_7	BMI	proximal	Female	MVMR	GIIE	protein	80	GIIE	BMI_2447_7_proximal_Female
NA	0.26026867870755	0.0647905182834959	8.40700040032466e-05	BMI	BMI	colon	Male	MVMR	GIPC1	BMI	81	GIPC1	BMI_19260_4_colon_Male
NA	0.150382045093237	0.0376041092834424	7.46804686526607e-05	BMI	BMI	overall	Sex-combined	MVMR	GIPC1	BMI	81	GIPC1	BMI_19260_4_overall_Sex-combined
NA	0.253912810540645	0.0758010522671824	0.00097108274731074	BMI	BMI	proximal	Male	MVMR	GIPC1	BMI	81	GIPC1	BMI_19260_4_proximal_Male
NA	0.202448782791218	0.0517434147261688	0.000105913221905673	BMI	BMI	proximal	Sex-combined	MVMR	GIPC1	BMI	81	GIPC1	BMI_19260_4_proximal_Sex-combined
NA	0.178828808920932	0.14372511959021	0.214904053083481	19260_4	BMI	colon	Male	MVMR	GIPC1	protein	81	GIPC1	BMI_19260_4_colon_Male
NA	-0.0233252155746367	0.0651741920116513	0.720598553479627	19260_4	BMI	overall	Sex-combined	MVMR	GIPC1	protein	81	GIPC1	BMI_19260_4_overall_Sex-combined
NA	0.188405531057234	0.168147098379566	0.263887167115797	19260_4	BMI	proximal	Male	MVMR	GIPC1	protein	81	GIPC1	BMI_19260_4_proximal_Male
NA	0.0850067929386838	0.0896018638373515	0.343290217941109	19260_4	BMI	proximal	Sex-combined	MVMR	GIPC1	protein	81	GIPC1	BMI_19260_4_proximal_Sex-combined
NA	0.216204456545892	0.0804724365915852	0.0078393412468775	BMI	BMI	distal	Male	MVMR	GITR	BMI	82	GITR	BMI_5526_53_distal_Male
NA	0.0864659984831971	0.11925960050149	0.469306798248586	5526_53	BMI	distal	Male	MVMR	GITR	protein	82	GITR	BMI_5526_53_distal_Male
NA	0.217181805520449	0.0807630208582751	0.00778445650414215	BMI	BMI	distal	Male	MVMR	GLP1R	BMI	83	GLP1R	BMI_13085_18_distal_Male
NA	0.0778039788126816	0.134708372600827	0.564218431109722	13085_18	BMI	distal	Male	MVMR	GLP1R	protein	83	GLP1R	BMI_13085_18_distal_Male
NA	0.192202049260883	0.0754601172165948	0.0115104280006715	BMI	BMI	proximal	Female	MVMR	GLTP	BMI	84	GLTP	BMI_12513_8_proximal_Female
NA	-0.00209351075809434	0.0831631051035814	0.979938171720746	BMI	BMI	rectal	Female	MVMR	GLTP	BMI	84	GLTP	BMI_12513_8_rectal_Female
NA	0.193049777806816	0.0712766612112092	0.0073515449908429	WHR	WHR	proximal	Female	MVMR	GLTP	WHR	84	GLTP	WHR_12513_8_proximal_Female
NA	0.0747172366588598	0.0777593650636946	0.337785620703495	WHR	WHR	rectal	Female	MVMR	GLTP	WHR	84	GLTP	WHR_12513_8_rectal_Female
NA	0.224059133335015	0.141352570166242	0.114303818396685	12513_8	BMI	proximal	Female	MVMR	GLTP	protein	84	GLTP	BMI_12513_8_proximal_Female
NA	0.296700895059731	0.156107095045466	0.0585908620893703	12513_8	BMI	rectal	Female	MVMR	GLTP	protein	84	GLTP	BMI_12513_8_rectal_Female
NA	-0.074550960117509	0.141365987364226	0.598533073770351	12513_8	WHR	proximal	Female	MVMR	GLTP	protein	84	GLTP	WHR_12513_8_proximal_Female
NA	0.127675502718969	0.153775972737755	0.407386387120554	12513_8	WHR	rectal	Female	MVMR	GLTP	protein	84	GLTP	WHR_12513_8_rectal_Female
NA	0.19748960305256	0.0744041515569568	0.00848828621436076	BMI	BMI	proximal	Female	MVMR	GRAP	BMI	85	GRAP	BMI_12820_1_proximal_Female
NA	0.171972702184073	0.104878844393533	0.102394128813551	12820_1	BMI	proximal	Female	MVMR	GRAP	protein	85	GRAP	BMI_12820_1_proximal_Female
NA	0.147274089059669	0.0582989207828813	0.0121644837453894	BMI	BMI	colon	Female	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_colon_Female
NA	0.174192390412967	0.0423433202422904	4.63181002038582e-05	BMI	BMI	colon	Sex-combined	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_colon_Sex-combined
NA	0.0982167635773375	0.0750667638204101	0.191971462416064	BMI	BMI	distal	Female	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_distal_Female
NA	0.154131896981081	0.0530587502487923	0.00385515509929284	BMI	BMI	distal	Sex-combined	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_distal_Sex-combined
NA	0.0828217741119368	0.053333711093543	0.12174375206967	BMI	BMI	overall	Female	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_overall_Female
NA	0.129283883280909	0.038081460267635	0.000747557339071271	BMI	BMI	overall	Sex-combined	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_overall_Sex-combined
NA	0.192606506155239	0.0738383871727038	0.00965559636738549	BMI	BMI	proximal	Female	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_proximal_Female
NA	0.187776149495142	0.0511751620032864	0.000272502591447312	BMI	BMI	proximal	Sex-combined	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_proximal_Sex-combined
NA	-0.00494078131668014	0.0836752919156531	0.952962942546392	BMI	BMI	rectal	Female	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_rectal_Female
NA	0.0546357438389576	0.0528109012326555	0.301435236318924	BMI	BMI	rectal	Sex-combined	MVMR	GREM1	BMI	86	GREM1	BMI_18878_15_rectal_Sex-combined
NA	0.185837811905047	0.0290083837152909	7.6123876490885e-10	18878_15	BMI	colon	Female	MVMR	GREM1	protein	86	GREM1	BMI_18878_15_colon_Female
NA	0.179703352542961	0.0227197744952696	2.03638699208421e-14	18878_15	BMI	colon	Sex-combined	MVMR	GREM1	protein	86	GREM1	BMI_18878_15_colon_Sex-combined
NA	0.189025856340416	0.0371121144015632	7.0410678839273e-07	18878_15	BMI	distal	Female	MVMR	GREM1	protein	86	GREM1	BMI_18878_15_distal_Female
NA	0.157930117847989	0.02845221178908	4.87940338600508e-08	18878_15	BMI	distal	Sex-combined	MVMR	GREM1	protein	86	GREM1	BMI_18878_15_distal_Sex-combined
