exposure	mediator	cancer	group	b	se	p	OR	lower_ci	upper_ci	Qstat	Qpval	fstat_adiposity	fstat_protein
12795_2	BMI_ZN566_ZNF566	proximal	Female	0.154620004324097	0.130353005258627	0.236770996657325	1.16721434042128	0.90404884679651	1.50698639936625	286.177739805837	0.00781112802439822	19.5900017876989	1.60110424598767
BMI	12798_46_S4A8_SLC4A8	proximal	Female	0.205249913905389	0.0757216389568652	0.00721843001174007	1.22783187888306	1.05848167747823	1.42427701383855	287.620256179269	0.00664749347632398	44.2792882247255	2.58085687167366
12798_46	BMI_S4A8_SLC4A8	proximal	Female	0.0709231876216941	0.104931866348931	0.499778903962282	1.07349876470815	0.873940249200955	1.31862515644928	287.620256179269	0.00664749347632398	44.2792882247255	2.58085687167366
BMI	12801_33_IRF2_IRF2	distal	Female	0.100133438765616	0.0779266727749599	0.200084147236345	1.10531840055847	0.948756746015027	1.28771549898818	242.258532797032	0.292389538280855	25.8512619215195	1.33265981706185
12801_33	BMI_IRF2_IRF2	distal	Female	0.120864218774907	0.151034204716581	0.424388099624216	1.12847167669757	0.839320349430854	1.51723751958612	242.258532797032	0.292389538280855	25.8512619215195	1.33265981706185
BMI	12801_33_IRF2_IRF2	rectal	Female	0.00565965150084567	0.0868081086559958	0.948073080703761	1.00567569758587	0.848331125294816	1.19220382060524	283.021679214259	0.0110183421317152	25.8512619215195	1.33265981706185
12801_33	BMI_IRF2_IRF2	rectal	Female	0.151887179437076	0.16881332359407	0.369194467929809	1.16402890262762	0.836116823353089	1.62054302497902	283.021679214259	0.0110183421317152	25.8512619215195	1.33265981706185
BMI	12807_89_RHG30_ARHGAP30	overall	Male	0.220831143491516	0.0562143037176541	0.00011864190843872	1.2471128296658	1.1170051249394	1.39237535727637	302.61127090228	9.6222478823334e-07	20.6273919647931	1.63516924457268
12807_89	BMI_RHG30_ARHGAP30	overall	Male	0.0795454963233956	0.102313672910589	0.437825536283293	1.08279482159218	0.886043437919769	1.32323605761303	302.61127090228	9.6222478823334e-07	20.6273919647931	1.63516924457268
BMI	12820_1_GRAP_GRAP	proximal	Female	0.19748960305256	0.0744041515569568	0.00848828621436076	1.21834039788271	1.05301498729674	1.40962222097481	286.538331506796	0.0121279516844777	64.2970699581126	2.78291152570983
12820_1	BMI_GRAP_GRAP	proximal	Female	0.171972702184073	0.104878844393533	0.102394128813551	1.18764541264554	0.966968041856538	1.45868484285157	286.538331506796	0.0121279516844777	64.2970699581126	2.78291152570983
BMI	12842_43_STX10_STX10	proximal	Sex-combined	0.205139008221301	0.0514193040032518	7.76137563987216e-05	1.22769571289952	1.10999684433075	1.35787481844655	577.975145624319	5.69006947595083e-06	22.881264720064	1.62777323853787
12842_43	BMI_STX10_STX10	proximal	Sex-combined	0.0398041812565447	0.0746097630757329	0.593959925532943	1.04060698388804	0.899037120600976	1.20446961544003	577.975145624319	5.69006947595083e-06	22.881264720064	1.62777323853787
BMI	12867_40_DYLT3_DYNLT3	rectal	Female	-0.00463252407697783	0.0840485842809626	0.956092514891102	0.995378189512645	0.844198392953769	1.17363139805424	273.786308047637	0.028063608521628	34.0263145399305	1.42902345123956
12867_40	BMI_DYLT3_DYNLT3	rectal	Female	0.2662864760625	0.156041143899045	0.0892504219874653	1.30510888759311	0.961217887271987	1.77203236750893	273.786308047637	0.028063608521628	34.0263145399305	1.42902345123956
BMI	12892_10_SYTL1_SYTL1	overall	Sex-combined	0.144883494942107	0.0379258650574734	0.00015266999318504	1.15590489365637	1.07309693467117	1.24510291662343	744.878994750422	1.6182754715168e-18	28.292197615671	1.35379336262642
12892_10	BMI_SYTL1_SYTL1	overall	Sex-combined	0.00931016331002414	0.0575797786900071	0.871623493149474	1.00935363769358	0.90163436363695	1.12994225488005	744.878994750422	1.6182754715168e-18	28.292197615671	1.35379336262642
BMI	13085_18_GLP1R_GLP1R	distal	Male	0.217181805520449	0.0807630208582751	0.00778445650414215	1.24256998768683	1.06065462115818	1.45568608621541	259.470084278527	0.00117247601456476	38.8956868368703	2.11069154227913
13085_18	BMI_GLP1R_GLP1R	distal	Male	0.0778039788126816	0.134708372600827	0.564218431109722	1.08091075649223	0.83008727635477	1.40752436133144	259.470084278527	0.00117247601456476	38.8956868368703	2.11069154227913
BMI	13130_150_HXK2_HK2	overall	Sex-combined	0.145683905280762	0.0380499609747813	0.000147659704945257	1.15683046225167	1.07369501193664	1.24640303206736	745.126108466653	1.16943255349115e-18	42.0203287474746	1.34208040574228
13130_150	BMI_HXK2_HK2	overall	Sex-combined	0.0051835907955498	0.0594992553449471	0.930615915374675	1.00519704884594	0.894549580246608	1.12953058088747	745.126108466653	1.16943255349115e-18	42.0203287474746	1.34208040574228
BMI	13130_150_HXK2_HK2	proximal	Male	0.254579601416561	0.0763921205399634	0.00102961533116259	1.28991922665436	1.11054517695385	1.49826557786377	205.261450489686	0.276020741097253	52.1520987591951	1.61795031171139
13130_150	BMI_HXK2_HK2	proximal	Male	0.140730012710483	0.151662656883384	0.354598922914505	1.15111381992665	0.855106894732682	1.54958758324638	205.261450489686	0.276020741097253	52.1520987591951	1.61795031171139
BMI	13412_5_WFDC6_WFDC6	overall	Female	0.089856257203328	0.0531721284402645	0.0923878670962355	1.09401701533699	0.985741514389825	1.21418567887721	306.682113386754	0.00062585648544135	34.3727372806375	1.73731501864017
13412_5	BMI_WFDC6_WFDC6	overall	Female	0.111014730713066	0.0978412006537098	0.257696317120465	1.11741136699945	0.922420558181352	1.35362135202335	306.682113386754	0.00062585648544135	34.3727372806375	1.73731501864017
BMI	13430_50_UT1_SLC14A1	distal	Male	0.212847821422866	0.0805684721586342	0.00891519461316885	1.23719636213516	1.05647047960277	1.44883824776248	258.437293391307	0.00135288982533225	45.3058757449772	2.26512950993122
13430_50	BMI_UT1_SLC14A1	distal	Male	0.120129361917172	0.130626985804932	0.358898880621689	1.12764271616816	0.872930331166093	1.45667764073278	258.437293391307	0.00135288982533225	45.3058757449772	2.26512950993122
BMI	13436_54_MAZ_MAZ	rectal	Sex-combined	0.0824748211725212	0.0521968906879705	0.114815648617917	1.08597132961006	0.980364257965866	1.20295463563922	584.793743652659	1.99034400182691e-06	23.8746506154425	1.30594382921989
13436_54	BMI_MAZ_MAZ	rectal	Sex-combined	-0.0420311905447484	0.0839291606871269	0.616769067763926	0.958839873368099	0.813399951210232	1.13028517077318	584.793743652659	1.99034400182691e-06	23.8746506154425	1.30594382921989
BMI	13468_5_NEUL4_NEURL4	proximal	Sex-combined	0.211005072870056	0.0514903041418663	4.96916894024323e-05	1.23491861962719	1.1163719274389	1.3660536955641	579.735872462982	4.5272867228124e-06	31.6177539413078	1.70988042078684
13468_5	BMI_NEUL4_NEURL4	proximal	Sex-combined	-0.00665874487527861	0.0718614619313012	0.926215455977921	0.993363375441298	0.862856216880737	1.14360976529247	579.735872462982	4.5272867228124e-06	31.6177539413078	1.70988042078684
BMI	13481_24_TCEA2_TCEA2	proximal	Sex-combined	0.208347929959765	0.0513916443871645	5.96024613550632e-05	1.23164162002847	1.11362482950653	1.36216528223292	575.847232856579	6.45708047458673e-06	31.5803042220201	1.90134024356549
13481_24	BMI_TCEA2_TCEA2	proximal	Sex-combined	0.00601994785615082	0.0665051912316415	0.927916789894992	1.00603810415729	0.883088173206171	1.1461060149201	575.847232856579	6.45708047458673e-06	31.5803042220201	1.90134024356549
BMI	13481_24_TCEA2_TCEA2	rectal	Female	0.0113379412331885	0.0845639190486991	0.893459187355821	1.01140245929232	0.856922890850938	1.19373043430637	279.112850007518	0.0165841066022624	25.3435099024287	2.33106345235004
13481_24	BMI_TCEA2_TCEA2	rectal	Female	0.105804099462125	0.119134251868296	0.375402402284784	1.11160409133571	0.880118224773753	1.40397462646787	279.112850007518	0.0165841066022624	25.3435099024287	2.33106345235004
BMI	13492_44_HSPA9B_HSPA9	proximal	Sex-combined	0.229191028118883	0.0512993463948138	1.00819375914374e-05	1.25758224963711	1.13728553019775	1.39060339080137	565.638232412864	2.67511683714711e-05	72.3396964308808	1.41890560700932
13492_44	BMI_HSPA9B_HSPA9	proximal	Sex-combined	-0.16336516128141	0.0816634425913751	0.0460678860293468	0.849281007244078	0.723665862681732	0.996700641084037	565.638232412864	2.67511683714711e-05	72.3396964308808	1.41890560700932
BMI	13509_5_SCAM5_SCAMP5	overall	Sex-combined	0.147572736761137	0.0374784471924281	9.58124145688795e-05	1.15901758494908	1.07693062414518	1.24736146609952	744.789944382158	1.25547353067333e-18	30.3263723742308	1.25819407451092
13509_5	BMI_SCAM5_SCAMP5	overall	Sex-combined	-0.00963911618043159	0.0607094989421731	0.873920110569127	0.990407191193116	0.87929947988549	1.11555440075409	744.789944382158	1.25547353067333e-18	30.3263723742308	1.25819407451092
BMI	13532_25_NEPR1_CNEP1R1	proximal	Female	0.202958017277485	0.0769779791187775	0.00894040123626539	1.22502103744961	1.05346125713591	1.42451991663564	288.32169925948	0.00614036799399837	21.2985712437945	1.3935925095468
13532_25	BMI_NEPR1_CNEP1R1	proximal	Female	0.0845245655913209	0.143037799180774	0.555146136543664	1.08819957616972	0.822152382609696	1.44033921524027	288.32169925948	0.00614036799399837	21.2985712437945	1.3935925095468
BMI	13535_2_C43BP_COL4A3BP	distal	Female	0.102240257682567	0.0763140596289295	0.181638233745705	1.10764956107829	0.953767546484547	1.28635908684361	242.22579240849	0.308973044805825	33.6910197486387	1.47918681339324
13535_2	BMI_C43BP_COL4A3BP	distal	Female	0.143506636313331	0.144855738191736	0.322866331274157	1.1543144711742	0.869001341019478	1.53330246510208	242.22579240849	0.308973044805825	33.6910197486387	1.47918681339324
BMI	13561_5_5HT6R_HTR6	overall	Female	0.0775989031746556	0.0542398681613893	0.153872691005882	1.08068911075704	0.971697012721932	1.20190649844372	303.783687886193	0.000920886252068749	15.0503618740055	2.0834537761177
13561_5	BMI_5HT6R_HTR6	overall	Female	0.129546298821478	0.0824299547702776	0.117407866036208	1.13831181273818	0.968490686567987	1.33791042184515	303.783687886193	0.000920886252068749	15.0503618740055	2.0834537761177
BMI	13561_5_5HT6R_HTR6	overall	Sex-combined	0.141093917823316	0.0379069715274362	0.000223436590663689	1.15153279235966	1.06907763529508	1.24034749965903	743.720136432773	1.57327096127676e-18	24.4073942891898	1.75383891106607
13561_5	BMI_5HT6R_HTR6	overall	Sex-combined	0.0314803212900626	0.0521453328345951	0.546354723227374	1.03198106733974	0.931718516286686	1.14303290611	743.720136432773	1.57327096127676e-18	24.4073942891898	1.75383891106607
BMI	13563_259_ACBD7_ACBD7	proximal	Female	0.212730544121227	0.0757140169957955	0.00538077314882376	1.23705127559205	1.06644540926744	1.43495001726821	288.025274099961	0.00719807629728635	32.9435892468237	1.62930769454148
13563_259	BMI_ACBD7_ACBD7	proximal	Female	0.030692989616708	0.132802334208245	0.817426072031915	1.03116887573317	0.794851809035991	1.33774527300932	288.025274099961	0.00719807629728635	32.9435892468237	1.62930769454148
BMI	13587_10_RGAP1_RACGAP1	rectal	Sex-combined	0.0640891700068836	0.0510467001248537	0.209957367398768	1.06618746646657	0.964676601068333	1.17838010416289	588.610411763511	4.06605297580839e-06	76.0881435892404	8.78216006909072
13587_10	BMI_RGAP1_RACGAP1	rectal	Sex-combined	0.117399163398656	0.032716898746447	0.000369841320447309	1.12456822658828	1.05471864257282	1.19904365506139	588.610411763511	4.06605297580839e-06	76.0881435892404	8.78216006909072
BMI	13947_371_NUD12_NUDT12	colon	Female	0.161269951070708	0.0580624924178603	0.00591766497586528	1.17500211908455	1.04861208494913	1.31662604281369	279.14353036486	0.025506637094427	64.0817812772573	13.9770100059509
13947_371	BMI_NUD12_NUDT12	colon	Female	0.0799710575841842	0.0407566360059208	0.0509190345640051	1.08325571518391	1.00008805488918	1.17333962618784	279.14353036486	0.025506637094427	64.0817812772573	13.9770100059509
BMI	13947_371_NUD12_NUDT12	overall	Female	0.0984195204421833	0.0514029564242368	0.0567441731770022	1.10342559761669	0.997672438831746	1.22038857854135	308.014250337016	0.000963459503103146	64.0817812772573	13.9770100059509
13947_371	BMI_NUD12_NUDT12	overall	Female	0.0538350599323641	0.0363636635248019	0.140083467143455	1.05531052480997	0.982713436585819	1.13327065888494	308.014250337016	0.000963459503103146	64.0817812772573	13.9770100059509
BMI	13950_9_C43BP_COL4A3BP	distal	Sex-combined	0.159206155225579	0.0528386802834546	0.0027365932943941	1.17257965518845	1.0572194929623	1.30052752234951	586.802952864089	1.77474498622592e-06	36.9908193639968	1.31312707567209
13950_9	BMI_C43BP_COL4A3BP	distal	Sex-combined	0.102094887978865	0.0870230262697584	0.241357094970983	1.10748855409284	0.933821246932827	1.31345362024611	586.802952864089	1.77474498622592e-06	36.9908193639968	1.31312707567209
BMI	13992_12_NSF_NSF	colon	Sex-combined	0.187820140546143	0.042072498590266	1.02470695089671e-05	1.20661647445165	1.1111083640605	1.31033422437531	647.953078981467	1.34163362122805e-10	42.1026138156919	1.30470904598306
13992_12	BMI_NSF_NSF	colon	Sex-combined	0.0511597433938749	0.0672974128103833	0.447543701162579	1.05249100834091	0.922430554372181	1.20088966848285	647.953078981467	1.34163362122805e-10	42.1026138156919	1.30470904598306
BMI	14192_31_PDCL2_PDCL2	rectal	Female	0.00645818602413801	0.0845484282098588	0.939179062172765	1.00647908507326	0.852777394535926	1.18788344435557	277.67934610974	0.0191743384425169	22.4907694796944	1.47110348884372
14192_31	BMI_PDCL2_PDCL2	rectal	Female	0.167628262021407	0.15383486771062	0.276991864409503	1.18249694990773	0.874687955345773	1.59862614775381	277.67934610974	0.0191743384425169	22.4907694796944	1.47110348884372
BMI	14227_21_MYL6B_MYL6B	rectal	Female	-0.0152815952858342	0.0828836638716683	0.8538804090488	0.984834575778857	0.837165434346389	1.15855134703067	269.309167341726	0.0467135178382557	47.0131279105999	1.95632587872725
14227_21	BMI_MYL6B_MYL6B	rectal	Female	0.31951393306775	0.128845577312929	0.0138530296562669	1.37645855072271	1.06927045859386	1.77189795774326	269.309167341726	0.0467135178382557	47.0131279105999	1.95632587872725
BMI	15310_61_PRC1_PRC1	distal	Male	0.216562471906335	0.0801346566435543	0.00748631722851635	1.24180066058522	1.06130421665869	1.45299420884691	259.086860824917	0.00144951493884318	48.5695284103438	2.58691696556703
15310_61	BMI_PRC1_PRC1	distal	Male	0.0895203980720784	0.119373628520754	0.454203477211095	1.09364964142904	0.865496529816967	1.38194608180672	259.086860824917	0.00144951493884318	48.5695284103438	2.58691696556703
BMI	15321_8_CPLX2_CPLX2	colon	Male	0.304750032340813	0.0659280171675125	6.88790748708774e-06	1.35628593300986	1.19187907779268	1.54337093951438	262.421763223241	0.000773013793865566	13.4975165601862	1.52312806549941
15321_8	BMI_CPLX2_CPLX2	colon	Male	0.149164259084957	0.126456896460048	0.239609947071302	1.16086365595117	0.90602239203266	1.48738534451115	262.421763223241	0.000773013793865566	13.4975165601862	1.52312806549941
BMI	15321_8_CPLX2_CPLX2	distal	Sex-combined	0.162395306736641	0.0542009548554244	0.0028899079965628	1.17632515868217	1.05776843103331	1.30816995322586	591.509300003742	7.97151928922351e-07	13.0528548664263	1.37725554252193
15321_8	BMI_CPLX2_CPLX2	distal	Sex-combined	-0.0502688125172738	0.0822717435529853	0.541511729156267	0.950973756489529	0.809351936551093	1.11737681061904	591.509300003742	7.97151928922351e-07	13.0528548664263	1.37725554252193
BMI	15331_47_RBBP4_RBBP4	colon	Female	0.151093461990145	0.0634047754086076	0.0179750292548967	1.16310535914365	1.02718299816843	1.31701369559355	283.152415248446	0.012221839042679	9.13281103055522	1.62380314983685
15331_47	BMI_RBBP4_RBBP4	colon	Female	0.08056039073482	0.107920725973738	0.456131559593302	1.08389430183914	0.877249151125154	1.33921686450484	283.152415248446	0.012221839042679	9.13281103055522	1.62380314983685
BMI	15331_47_RBBP4_RBBP4	distal	Female	0.0858321583368906	0.0805301367969685	0.287599636218594	1.08962342874803	0.930524466064838	1.27592477121809	244.652613412098	0.271643637646449	9.13281103055522	1.62380314983685
15331_47	BMI_RBBP4_RBBP4	distal	Female	0.142372529535636	0.137028647174244	0.299882517902626	1.15300609736689	0.881435351590202	1.50824794826621	244.652613412098	0.271643637646449	9.13281103055522	1.62380314983685
BMI	15331_47_RBBP4_RBBP4	proximal	Female	0.198186508553844	0.0805742376000666	0.0146339010061764	1.2191897619373	1.04108246423319	1.42776746960919	290.304130277807	0.00556374172479329	9.13281103055522	1.62380314983685
15331_47	BMI_RBBP4_RBBP4	proximal	Female	0.0766521475858173	0.137109255880958	0.576658469095241	1.07966644648458	0.825239201103311	1.4125354613622	290.304130277807	0.00556374172479329	9.13281103055522	1.62380314983685
BMI	15372_43_BRD2_BRD2	proximal	Female	0.208712832148385	0.0769814815628666	0.00720529058344441	1.23209113075995	1.05953393586118	1.43275123440333	288.322308700192	0.0061399430544021	18.345133944668	1.54327264550486
15372_43	BMI_BRD2_BRD2	proximal	Female	0.0429946494892536	0.134968755512035	0.750352381785453	1.04393230926463	0.801280575829003	1.36006624795451	288.322308700192	0.0061399430544021	18.345133944668	1.54327264550486
BMI	15381_45_Discoidin domain receptor 2_DDR2	distal	Male	0.181366594679397	0.0834859049544975	0.0310301562567133	1.19885459245998	1.01789240597767	1.41198846304579	253.852850491296	0.00251126885846617	7.54318740458784	1.34056293808842
15381_45	BMI_Discoidin domain receptor 2_DDR2	distal	Male	0.298467106829026	0.171826533945985	0.083961693094253	1.34779120334116	0.962411755418774	1.88748850746673	253.852850491296	0.00251126885846617	7.54318740458784	1.34056293808842
BMI	15381_45_Discoidin domain receptor 2_DDR2	proximal	Female	0.213778694340027	0.0808162297733774	0.00872110960762474	1.23834857091865	1.05694099683746	1.45089194920508	291.368857695128	0.00431998714627875	7.98321760606574	1.41467314824848
15381_45	BMI_Discoidin domain receptor 2_DDR2	proximal	Female	0.0165674563710163	0.145773725378005	0.909612055943443	1.01670545773349	0.764029372121142	1.35294535197682	291.368857695128	0.00431998714627875	7.98321760606574	1.41467314824848
BMI	15405_23_IFNA4_IFNA4	rectal	Female	-0.001504157983758	0.0836252302860234	0.98566476946709	0.998496972694885	0.847546470023708	1.17633220093874	274.551195895281	0.0260800821444489	29.6262925025043	1.73166486641421
15405_23	BMI_IFNA4_IFNA4	rectal	Female	0.234280432298994	0.140025107067817	0.0956492065299889	1.26399890863042	0.960627293144633	1.66317702236923	274.551195895281	0.0260800821444489	29.6262925025043	1.73166486641421
BMI	15460_9_CD26_DPP4	colon	Male	0.272890879330196	0.0639941454733787	3.12282479311469e-05	1.3137568789722	1.15888965668306	1.48931964928115	264.371460407002	0.000583524598199239	32.0827679396433	1.96273188926844
15460_9	BMI_CD26_DPP4	colon	Male	0.0638840429469894	0.110330665240864	0.563241589935642	1.06596878499579	0.858675613591383	1.32330467128664	264.371460407002	0.000583524598199239	32.0827679396433	1.96273188926844
BMI	15567_2_CD3-zeta_CD247	proximal	Female	0.193853762029795	0.0768925963139803	0.0123706339418741	1.2139187489616	1.04408851803327	1.41137336885601	287.082744135071	0.00706140572093214	17.6442729102367	1.61798054667095
15567_2	BMI_CD3-zeta_CD247	proximal	Female	0.135939120359932	0.131088718853	0.300815061376008	1.14561214701664	0.88603859481019	1.48123027493315	287.082744135071	0.00706140572093214	17.6442729102367	1.61798054667095
BMI	15666_21_BMP-2_BMP2	proximal	Female	0.194062710455209	0.0767981058360166	0.0121729357318718	1.21417242187413	1.04450012638674	1.41140688526241	286.407518415349	0.00761427408517125	18.9793940064238	1.40710311891402
15666_21	BMI_BMP-2_BMP2	proximal	Female	0.151696564826898	0.142926284667044	0.289628919241388	1.16380704285764	0.879467249510883	1.54007648807653	286.407518415349	0.00761427408517125	18.9793940064238	1.40710311891402
BMI	15692_300_NODAL_NODAL	proximal	Female	0.194681252433696	0.0765234813360288	0.0116040371980365	1.21492367080173	1.045709109543	1.41152019467385	287.392421692248	0.007723105578258	37.8979556644624	1.51429347055696
15692_300	BMI_NODAL_NODAL	proximal	Female	0.148481188996609	0.13402771953896	0.269073482001671	1.16007097547012	0.892067799127827	1.50859011999308	287.392421692248	0.007723105578258	37.8979556644624	1.51429347055696
BMI	16293_1_Growth hormone-releasing factor_GHRH	rectal	Female	0.00429205390690641	0.0828609314634364	0.958733614660559	1.00430127796227	0.853751277497567	1.18139917737285	276.184248083764	0.0274813066900319	53.7332224443535	1.92774825045818
16293_1	BMI_Growth hormone-releasing factor_GHRH	rectal	Female	0.253649505122301	0.138125544068013	0.0675716529765801	1.28872003532991	0.983068416805832	1.68940360718429	276.184248083764	0.0274813066900319	53.7332224443535	1.92774825045818
BMI	16536_3_HMGA1_HMGA1	proximal	Sex-combined	0.210365551099958	0.0516558663718515	5.52600019665722e-05	1.23412911476532	1.11529623697609	1.3656234293778	576.341836362272	6.05806331887615e-06	25.378034146885	1.17198937408795
16536_3	BMI_HMGA1_HMGA1	proximal	Sex-combined	-0.0111979623451023	0.088249992087861	0.899086668198352	0.988864501462042	0.831796094571766	1.17559220178258	576.341836362272	6.05806331887615e-06	25.378034146885	1.17198937408795
BMI	16836_1_FHR3_CFHR3	distal	Male	0.217136246086687	0.0805079993072575	0.00760760345453264	1.24251337819134	1.06113656777767	1.45489236905454	259.283816394867	0.00120325758418954	50.3821844320327	2.12256783817213
16836_1	BMI_FHR3_CFHR3	distal	Male	0.088921297627568	0.137551365535143	0.518742366281251	1.09299463167063	0.834702939237736	1.43121248135509	259.283816394867	0.00120325758418954	50.3821844320327	2.12256783817213
BMI	16932_5_SULT 1E_SULT1E1	proximal	Female	0.216818091692696	0.0759760630644811	0.00471110272511332	1.24211812997878	1.07026363725883	1.44156766156569	288.606885303686	0.00594440483698958	34.8830349202831	1.88650802073094
16932_5	BMI_SULT 1E_SULT1E1	proximal	Female	-0.0156076011264499	0.125500036639906	0.901135299414704	0.984513566283441	0.769828379347769	1.25906888885721	288.606885303686	0.00594440483698958	34.8830349202831	1.88650802073094
BMI	16932_5_SULT 1E_SULT1E1	rectal	Female	0.0290177144210336	0.0838550640275329	0.729621706895447	1.02944283029734	0.873420461257225	1.21333605961687	280.028070191865	0.0150959737981238	34.8830349202831	1.88650802073094
16932_5	BMI_SULT 1E_SULT1E1	rectal	Female	0.00165551493729922	0.138615422371862	0.990481176916246	1.00165688605869	0.763356049090003	1.31434933748784	280.028070191865	0.0150959737981238	34.8830349202831	1.88650802073094
BMI	17204_17_PNMT_PNMT	proximal	Female	0.19127383508015	0.0757045816347052	0.0121843515963379	1.21079096373007	1.04382604819635	1.40446270753977	283.794586197818	0.0101396365746939	18.4051964769651	1.6095420973087
17204_17	BMI_PNMT_PNMT	proximal	Female	0.204742666850476	0.137936571976528	0.13908015116085	1.22720922271217	0.936493203726606	1.60817235012149	283.794586197818	0.0101396365746939	18.4051964769651	1.6095420973087
BMI	17329_2_BDH2_BDH2	distal	Sex-combined	0.162688725673385	0.0524735830953984	0.00205764516379086	1.17667036540211	1.06166720010163	1.30413103907044	589.181511630801	1.28624786543895e-06	46.338397812593	2.93532661768009
17329_2	BMI_BDH2_BDH2	distal	Sex-combined	0.0511895229703445	0.0563519683148247	0.364173274773679	1.05252235154406	0.942461381602302	1.17543628006958	589.181511630801	1.28624786543895e-06	46.338397812593	2.93532661768009
BMI	17474_106_YETS4_YEATS4	proximal	Female	0.212609488323232	0.0764380635545035	0.00585437978845641	1.23690153242655	1.06480414810433	1.43681390013633	288.210765640157	0.00705041194194266	26.1078386852812	1.50793905659857
17474_106	BMI_YETS4_YEATS4	proximal	Female	0.0223564001523191	0.134803465117646	0.868423214382474	1.02260817724189	0.785167356068337	1.33185298150752	288.210765640157	0.00705041194194266	26.1078386852812	1.50793905659857
BMI	17509_6_HPPD_HPD	rectal	Female	0.0181136704031057	0.084184353223009	0.829825560733601	1.01827871796382	0.863390963656927	1.20095251294528	280.841389646667	0.0155493246566628	22.8747493850193	1.99103151007481
17509_6	BMI_HPPD_HPD	rectal	Female	0.0981975212137869	0.130786871429071	0.453518021614064	1.10318066517384	0.853726198900139	1.42552446156775	280.841389646667	0.0155493246566628	22.8747493850193	1.99103151007481
BMI	17706_4_PPR1A_PPP1R1A	proximal	Sex-combined	0.209299517132722	0.0581405324506566	0.000354916982842733	1.23281419220961	1.10003728372946	1.3816175642345	577.645921272019	5.11658169841164e-06	4.97542656430249	1.2477976046437
17706_4	BMI_PPR1A_PPP1R1A	proximal	Sex-combined	0.000776115544609561	0.0815437921821622	0.992410381517894	1.00077641680021	0.85295395149039	1.17421747642229	577.645921272019	5.11658169841164e-06	4.97542656430249	1.2477976046437
BMI	17785_11_RCL_RCL	overall	Female	0.0863949360355093	0.0529969689921729	0.104413170857653	1.09023681709808	0.982672750524071	1.20957492382102	306.523767588094	0.000745675576773791	38.0514754303121	1.8554794815516
17785_11	BMI_RCL_RCL	overall	Female	0.123981396529613	0.083530413627684	0.1390897604937	1.13199481177133	0.961040993128072	1.33335857995648	306.523767588094	0.000745675576773791	38.0514754303121	1.8554794815516
BMI	17797_1_CUL1_CUL1	proximal	Female	0.207557751706744	0.0753318261793172	0.00633030498443728	1.23066878801078	1.06173819572452	1.42647751760536	288.026203775239	0.00634957160311861	41.1106958013894	2.60286363742072
17797_1	BMI_CUL1_CUL1	proximal	Female	0.0623910721575108	0.105731905257702	0.555706306254239	1.06437851214814	0.865157712441645	1.30947410030642	288.026203775239	0.00634957160311861	41.1106958013894	2.60286363742072
BMI	17797_1_CUL1_CUL1	rectal	Female	0.0141187840818036	0.0829888623782939	0.865057217512689	1.01421892484737	0.861966056951945	1.19336488858505	277.92472524858	0.0187073333937569	41.1106958013894	2.60286363742072
17797_1	BMI_CUL1_CUL1	rectal	Female	0.128514451678849	0.11658796799979	0.271475184227256	1.13713785472355	0.904839258838406	1.42907426707511	277.92472524858	0.0187073333937569	41.1106958013894	2.60286363742072
BMI	17805_35_SPF30_SMNDC1	distal	Female	0.0792191463672085	0.0776452855955002	0.308663219149644	1.08244150920447	0.929632796387325	1.26036820710517	239.582087272459	0.33528624450748	13.1131184857952	1.39351876218069
17805_35	BMI_SPF30_SMNDC1	distal	Female	0.242930171751104	0.142957933355845	0.0906007461490581	1.27497959141775	0.963418504355328	1.68729679903702	239.582087272459	0.33528624450748	13.1131184857952	1.39351876218069
BMI	17805_35_SPF30_SMNDC1	distal	Sex-combined	0.166987803431987	0.0531707533375428	0.00180078576399362	1.18173985204999	1.06478524068763	1.31154060420792	591.028440965022	8.5188522918494e-07	23.5684898011043	1.31462054353364
17805_35	BMI_SPF30_SMNDC1	distal	Sex-combined	0.0207688778787112	0.0836331571887688	0.803993643208927	1.02098605190408	0.866622236777705	1.20284533900099	591.028440965022	8.5188522918494e-07	23.5684898011043	1.31462054353364
BMI	17850_42_KLF4_KLF4	proximal	Female	0.197472174866451	0.0762304947676893	0.0101917692079771	1.21831916460454	1.04923403251981	1.41465253779279	286.486528576004	0.00754762507252665	19.8637801477192	1.48504776634752
17850_42	BMI_KLF4_KLF4	proximal	Female	0.138156058536129	0.138700356270577	0.320251110391251	1.14815471563785	0.874855420707517	1.50683098011248	286.486528576004	0.00754762507252665	19.8637801477192	1.48504776634752
BMI	17850_42_KLF4_KLF4	rectal	Female	0.0227867613075314	0.084328411254762	0.787235438174766	1.02304836279097	0.867190221113319	1.20691853658773	279.796848582955	0.0154603741482405	19.8637801477192	1.48504776634752
17850_42	BMI_KLF4_KLF4	rectal	Female	0.0507379130428648	0.153652534380147	0.741537756295581	1.05204712931683	0.77847293464581	1.4217619046799	279.796848582955	0.0154603741482405	19.8637801477192	1.48504776634752
BMI	18170_46_P5CR1_PYCR1	rectal	Female	-0.00759336879022526	0.0847255638947782	0.92866403924833	0.992435388001557	0.840586451643805	1.1717152916654	274.362822412777	0.0265570267760608	15.2239168649117	1.37396881696256
