protein	cancer	group	nsnp_colocalization	h0	h1	h2	h3	h4
5107_7_NOTCH1_Notch_1	distal	Male	6083	1.57533119178172e-19	0.985944643667259	4.28888298683701e-22	0.00268414800395942	0.0113712083287815
5108_72_NOTCH3_Notch_3	distal	Male	7232	4.07616387628957e-11	0.98266747803495	1.30482509484109e-13	0.00314548530297348	0.0141870366211844
5109_24_NRCAM_Nr_CAM	distal	Male	5262	0.00048858083640175	0.985744435258273	1.22741770333871e-06	0.0024762842143295	0.0112894722732927
5112_73_CD200_OX2G	distal	Male	6367	1.66662218426959e-08	0.911632196339274	8.11264934806236e-11	0.00443673053166513	0.0839310563817124
5128_53_SLAMF6_SLAF6	distal	Male	5296	4.21308159944759e-83	0.94123577038641	1.40706292359055e-85	0.00314293370910075	0.0556212959044756
5129_12_SCARF1_SREC_I	distal	Male	6533	0	0.840171969763725	0	0.150612095545392	0.00921593469086911
5131_15_TNFRSF19_TAJ	distal	Male	8401	4.849824130237e-25	0.983516546787875	2.68071736706828e-27	0.0054362307578325	0.0110472224542888
5132_71_IL27RA_TCCR	distal	Male	5988	0	0.947022677059145	0	0.00313935702624334	0.0498379659143555
5134_52_HAVCR2_TIMD3	distal	Male	6096	0	0.984135119541582	0	0.0022418752666284	0.0136230051918712
5202_4_PPID_PPID	distal	Male	4754	8.35054290092109e-176	0.986688841191381	1.41608962706684e-178	0.0016731159467768	0.0116380428618654
5227_60_PDK1_PDK1	distal	Male	6201	8.53385293424082e-89	0.87072965000675	3.62213433976965e-91	0.00369449549267533	0.125575854500567
5238_26_PPIE_PPIE	distal	Male	4872	4.89488149033502e-260	0.987619151201612	1.06570848995017e-262	0.00215013180238124	0.0102307169960588
5275_28_VAV1_VAV	distal	Male	7093	1.92725092517425e-08	0.94043358950494	5.54936341710486e-11	0.00270733399214123	0.0568590571749165
5301_7_CCL11_Eotaxin	distal	Male	5939	2.62843512403804e-36	0.985329031995408	7.43509900500539e-39	0.00278709810205509	0.0118838699025383
5337_64_CD86_B7_2	distal	Male	5320	2.0712763119315e-05	0.985025200262456	4.53318814536088e-08	0.00215569475007429	0.0127983468924685
5346_24_CPNE1_CPNE1	distal	Male	3490	0	0.893113330193349	0	0.00144009632276624	0.105446573483447
5349_69_DLL1_DLL1	distal	Male	3941	8.16018137470541e-24	0.983202310951731	1.61168100516756e-26	0.00194173044534594	0.0148559586029239
5355_69_TNFSF14_LIGHT	distal	Male	6828	3.13613303187444e-42	0.958271431260476	8.85698395149937e-45	0.00270593460158899	0.0390226341379402
5358_3_OMD_OMD	distal	Male	6183	4.16078442937615e-05	0.975096105557076	1.34205326939002e-07	0.00314493715786555	0.0217172152354374
5363_51_SEMA3E_Semaphorin_3E	distal	Male	5956	0	0.974211101092908	0	0.00231777831962051	0.023471120586674
5400_52_LEPR_sLeptin_R	distal	Male	5269	0	0.981988491931259	0	0.00296336373060222	0.0150481443376205
5404_53_TNFRSF21_DR6	distal	Male	5399	1.15038917368913e-31	0.987304825632702	2.04589658967219e-34	0.00175575168472549	0.0109394226825765
5430_66_SIRPA_SHPS1	distal	Male	6350	0	0.935512197454762	0	0.00269378329111157	0.0617940192554504
5443_62_NPPA_ANP	distal	Male	5515	2.80736350929013e-05	0.949525445669506	1.00182859880261e-07	0.00338798176147681	0.0470583987510644
5451_1_ALCAM_ALCAM	distal	Male	6487	1.12055595673632e-32	0.953947469150211	7.49667497272668e-35	0.00638164434342056	0.0396708865063628
5452_71_ASGR1_ASGR1	distal	Male	5892	8.0022780625356e-20	0.984773188214	1.99230561591947e-22	0.00245163553108445	0.0127751762549188
5456_59_CNDP1_CNDP1	distal	Male	6241	2.63054687086972e-231	0.985370730469552	7.81581036240899e-234	0.00292759008901859	0.0117016794414444
5457_5_COLEC12_COLEC12	distal	Male	4331	1.00702401481348e-30	0.986690021316698	1.92272487552823e-33	0.00188378663866781	0.011426192044637
5463_22_GAS1_GAS1	distal	Male	5929	1.56504849291692e-15	0.987795730898793	3.67316781041895e-18	0.0023182570875887	0.00988601201361858
5465_32_HS6ST1_H6ST1	distal	Male	5759	1.73258989775201e-70	0.987040030029537	4.9236384635175e-73	0.00280484857760212	0.0101551213928641
5475_10_PRKCB_PKC_B_II	distal	Male	5755	3.61769459620856e-10	0.985657977875604	1.16508188565231e-12	0.00317420894217812	0.0111678128192853
5478_50_FOLH1_PSMA	distal	Male	5942	3.6191097466379e-55	0.972587404239972	8.98739421012022e-58	0.00241499217400464	0.0249976035860285
5487_7_SLAMF7_SLAF7	distal	Male	5224	0	0.964320796202661	0	0.00323323567305843	0.0324459681241121
5491_12_SPOCK2_Testican_2	distal	Male	4749	1.52149935698661e-108	0.972360469885254	2.71741918761245e-111	0.00173639040326011	0.0259031397114987
5509_7_EGF_EGF	distal	Male	4996	6.21002787829943e-35	0.870798328940884	2.66187261068148e-37	0.0037313440332586	0.12547032702586
5542_22_NRP1_NRP1	distal	Male	6376	3.15956291694548e-256	0.987277567988735	9.35991885495286e-259	0.00292462236031813	0.00979780965098255
5581_28_FGL1_FGL1	distal	Male	9841	0	0.983886611897308	0	0.00387779847855353	0.0122355896241691
5586_66_MINPP1_MINP1	distal	Male	4312	2.12061081681599e-21	0.988488888505611	4.17686721748354e-24	0.00194688435071237	0.0095642271436789
5598_3_GREM2_GREM2	distal	Male	6278	0.00126373948193296	0.970587875104982	3.61577265791785e-06	0.00277676258877574	0.0253680070516516
5601_2_PGLYRP2_PGRP_L	distal	Male	7215	3.42355683278917e-218	0.982450589540928	1.59301853620927e-220	0.00457132054543683	0.0129780899136195
5604_30_HPSE_HPSE	distal	Male	5403	3.2276333983635e-35	0.984088775432295	7.48540067475297e-38	0.00228212376596518	0.0136291008017362
5605_77_MFNG_MFNG	distal	Male	5608	4.12569264577246e-56	0.965650993634865	1.12728368126095e-58	0.00263817950401159	0.0317108268611221
5609_92_FAM19A5_F19A5	distal	Male	9767	0.0842545549245447	0.891945585659172	0.00062110355097494	0.00657503421190316	0.0166037216534052
5610_32_FAM171A1_CJ038	distal	Male	6452	0.00097125343205937	0.792363214997712	3.60808757621654e-06	0.00294149511953264	0.203720428363121
5615_62_FAM172A_F172A	distal	Male	3213	3.10093219417122e-06	0.940697370565204	5.88069341356701e-09	0.00178338929994746	0.0575161333219602
5620_13_PAM_AMD	distal	Male	5111	0	0.945933015394118	0	0.00220748573009141	0.0518594988759932
5621_64_THSD1_THSD1	distal	Male	4188	0	0.969254440531495	0	0.00182810110012682	0.0289174583681957
5628_21_SEMA3G_SEM3G	distal	Male	3246	8.749488994676e-96	0.894138844772125	5.45676230004645e-97	0.0557639344380027	0.0500972207898666
5630_48_CD300A_CM35H	distal	Male	6045	0	0.983174049637413	0	0.00311184282825104	0.0137141075346458
5631_83_MLN_MOTI	distal	Male	8364	0	0.977474617004668	0	0.00547482914905323	0.0170505538464452
5632_6_CRTAC1_CRAC1	distal	Male	4989	0	0.987449376043679	0	0.00202530716814621	0.0105253167882766
5634_39_POFUT1_OFUT1	distal	Male	4258	4.55348344855634e-254	0.973362993971551	8.05064044931376e-257	0.00172067407702214	0.0249163319514768
5636_10_MFAP4_MFAP4	distal	Male	2647	5.39073666593895e-119	0.933650940829422	1.72686820900265e-121	0.00299022318676499	0.0633588359838024
5637_81_NTNG1_NTNG1	distal	Male	5654	0	0.971975156890832	0	0.00190198371851453	0.0261228593907754
5638_23_COLGALT1_GT251	distal	Male	6100	1.959042125484e-45	0.986326865825638	5.95259487090365e-48	0.00299687026310892	0.0106762639112493
5644_60_RNASE4_RNAS4	distal	Male	6705	6.6783048936382e-276	0.982998188730781	2.09991701497176e-278	0.00309078688831056	0.0139110243808556
5646_20_RNASE6_RNAS6	distal	Male	6960	0	0.982184927412095	0	0.00317480970219083	0.0146402628861594
5648_28_CTRB2_CTRB2	distal	Male	6256	0	0.98400348061831	0	0.00279612953802565	0.0132003898442729
5649_83_PSG4_PSG4	distal	Male	5067	0	0.963200799565558	0	0.00204681252222779	0.0347523879124969
5651_50_PSG7_PSG7	distal	Male	4653	2.24561569833991e-30	0.967672165979976	4.32686523429388e-33	0.00186421165490661	0.0304636223651179
5656_53_ENDOU_PP11	distal	Male	6308	3.21893128574647e-07	0.986507712026518	8.28754423675072e-10	0.0025397788999608	0.0109521863516375
5680_54_OBP2B_OBP2B	distal	Male	6694	1.79048927564414e-237	0.984608665152207	7.2672721517262e-240	0.00399623454990332	0.0113951002978782
5682_13_VASN_VASN	distal	Male	6338	1.67877994843417e-09	0.985084847096813	4.85917280713144e-12	0.00285117473470918	0.0120639764848376
5687_5_PRKCSH_GLU2B	distal	Male	5021	4.94879814254772e-23	0.941902755254316	1.76752523900174e-25	0.00336357632454115	0.0547336684211422
5688_65_CBLN4_CBLN4	distal	Male	6036	2.41236381061391e-61	0.978362751054391	8.17806957946156e-64	0.00331652989258027	0.0183207190530176
5691_2_CRISPLD2_CRLD2	distal	Male	9559	1.75577578989665e-116	0.942512370766704	8.68940938413201e-119	0.00466400574716344	0.0528236234861247
5701_81_CLEC3B_Tetranectin	distal	Male	5110	2.23152481799769e-91	0.984970332067406	6.03541103794279e-94	0.00266383990881102	0.0123658280237886
5704_74_GZMM_Granzyme_M	distal	Male	4996	0.000289989909611658	0.961084886117892	1.05273858302816e-06	0.00348863604709409	0.0351354351868188
5722_78_PRCP_Prolylcarboxypeptidase	distal	Male	5664	5.64688891133161e-74	0.984806621523022	1.5484504704822e-76	0.00270034306251045	0.0124930354144549
5727_35_B3GALTL_B3GLT	distal	Male	5676	1.85339047482237e-182	0.926199293641879	4.16542559721684e-185	0.00208088098532909	0.0717198253727852
5728_60_FCRL1_FCRL1	distal	Male	6270	0	0.959957902192749	0	0.00442398501669585	0.0356181127906599
5731_1_SPINK6_ISK6	distal	Male	5278	0	0.884357167097333	0	0.00226297058958559	0.113379862313239
5734_13_PVRL4_nectin_4	distal	Male	5239	1.37197286509407e-05	0.975492029354344	4.34089988897816e-08	0.00308622687661376	0.0214079806313928
5737_61_SEMA4D_SEM4D	distal	Male	6248	0	0.977087849660548	0	0.00544852141061491	0.0174636289286338
5740_17_ROBO1_ROBO1	distal	Male	4422	2.78085501258024e-99	0.976332903992696	1.1010932559482e-101	0.00386564026641509	0.0198014557408812
5742_14_ACP6_PPA6	distal	Male	3203	0	0.985726689745922	0	0.00234526896483525	0.0119280412901165
5744_12_MENT_CA056	distal	Male	3815	8.93460138181878e-30	0.942579588614805	1.50759214741895e-32	0.00158991621695004	0.0558304951682438
5749_53_CLPS_COL	distal	Male	4952	0	0.983214527161478	0	0.00379596447018288	0.0129895083684164
5763_67_DEFB104A_HBD_4	distal	Male	4557	3.58599116810548e-32	0.9305306216996	9.50909584765725e-35	0.00246684995904392	0.0670025283413498
5798_3_BID_BID	distal	Male	4914	7.1259864398637e-13	0.773833237373936	1.80231331076559e-15	0.00195494648414885	0.224211816141201
5810_25_TDGF1_Cripto	distal	Male	4636	0	0.986988755327415	0	0.00163591379372686	0.011375330876218
5813_58_EPO_Epo	distal	Male	4776	1.30219998156555e-09	0.963993504599728	2.68947029210316e-12	0.00199062277255976	0.0340158713228213
5825_49_IFNGR1_IFN_g_R1	distal	Male	4964	4.11003206796867e-07	0.973906718717905	1.12193435810445e-09	0.0026582836200602	0.0234345855368943
5834_18_IL9_IL_9	distal	Male	5272	4.31243517780823e-16	0.96914796771506	8.71820334140242e-19	0.00195898203869995	0.0288930502462402
5837_49_LIFR_LIF_sR	distal	Male	5330	1.18377575657976e-43	0.961045793226292	1.3732674215815e-45	0.0111485638686564	0.0278056429050445
5864_10_ALDOA_aldolase_A	distal	Male	2323	0.998562330685766	0.000639740372068768	0.000766025445482948	4.90448827874652e-07	3.14130478539807e-05
5867_60_ARG1_ARGI1	distal	Male	5287	6.1043027598004e-21	0.975318247845557	1.56375828095242e-23	0.00249828134681232	0.0221834708076288
5900_11_HINT1_HINT1	distal	Male	3426	2.33588063489277e-16	0.909883608859586	8.02624212875799e-19	0.00312555104162773	0.0869908400987874
5918_5_PSME1_PSME1	distal	Male	5799	0.00761262319992822	0.96241680905696	3.68976609682702e-05	0.00466449009109298	0.0252691799910499
5939_42_TNFSF12_TWEAK	distal	Male	5353	0	0.958621666183888	0	0.00230587731664302	0.039072456499529
5947_90_THPO_Tpo	distal	Male	4799	0.9926243349246	0.00517753671848998	0.00195439953115353	1.0191828705118e-05	0.000233536997051498
5963_9_DMKN_Dermokine	distal	Male	5430	0.000794080122957974	0.981781838997085	1.84007320501409e-06	0.00227487141490142	0.0151473693918504
5980_55_BOLA3_BOLA3	distal	Male	3886	5.44597641701499e-36	0.975150592913931	7.61519917702062e-39	0.0013633343918736	0.0234860726941944
6039_24_CRHBP_CRHBP	distal	Male	5951	0	0.980880779299443	0	0.00255023289282692	0.0165689878079551
6049_64_PTPRS_PTPRS	distal	Male	6316	1.17426974143914e-24	0.967523042752612	7.39245601065609e-27	0.00609064632595785	0.0263863109214311
6060_2_PIP_PIP	distal	Male	4164	0	0.982834067656888	0	0.00166104630372403	0.0155048860392237
6081_52_PCOLCE2_PCOC2	distal	Male	5356	0	0.986636534410848	0	0.00301861376151582	0.0103448518278401
6223_5_GUCA2B_GUC2B	distal	Male	5046	8.25666845368777e-27	0.977571139316196	1.44045532395063e-29	0.00170525975720583	0.0207236009265972
6227_1_KLK10_kallikrein_10	distal	Male	6678	0	0.979644708309229	0	0.00361780279477899	0.0167374888963533
6234_74_VIT_VITRN	distal	Male	7018	0	0.985170037820129	0	0.00477850664829452	0.010051455531661
6247_9_SIRPB1_SIRB1	distal	Male	6827	0	0.938234398891245	0	0.0026965114139656	0.0590690896939477
6252_62_SCGB3A1_Secretoglobin_family_3A_member_1	distal	Male	5422	7.42648909209773e-39	0.969812571907513	2.81390070780172e-41	0.00367435991580132	0.0265130681766807
6255_74_CPXM1_CPXM1	distal	Male	6018	9.74061852108687e-277	0.979561596161921	2.93984124072012e-279	0.00295626533894766	0.0174821384991744
6342_10_NPNT_Nephronectin	distal	Male	4793	1.5649177014996e-91	0.763640992217503	4.44926908480474e-92	0.217113094412575	0.0192459133699239
6359_50_POMGNT2_AGO61	distal	Male	4548	0	0.981353774970789	0	0.00199869204496526	0.016647532984283
6364_7_TAPBPL_TPSNR	distal	Male	3943	0	0.937509468711516	0	0.0525092242688782	0.0099813070203573
6366_38_TXNDC15_TXD15	distal	Male	4561	0	0.977666479531292	0	0.00249074770977939	0.0198427727589729
6367_66_FMOD_fibromodulin	distal	Male	4953	2.62465090720893e-46	0.976469293405684	5.88846257515449e-49	0.00219051713457944	0.0213401894597434
6375_75_XXYLT1_XXLT1	distal	Male	7065	7.94305260798273e-118	0.980460437682562	2.56405163473316e-120	0.00316480482572221	0.0163747574917366
6379_62_ADAMTSL2_ATL2	distal	Male	6858	3.83166842225588e-29	0.979934991340098	1.36032445639424e-31	0.00347881349506586	0.0165861951648341
6382_17_MANBA_MANBA	distal	Male	4688	0	0.982766007477646	0	0.00213048955269611	0.0151035029694429
6383_90_TLL1_TLL1	distal	Male	6642	0.00204836481159679	0.980541853297138	1.12016489553976e-05	0.00536205221478239	0.0120365280275272
6385_63_VWA1_VWA1	distal	Male	4400	0	0.698809907541934	0	0.0018479354484601	0.299342157009718
6392_7_WISP2_WISP_2	distal	Male	5155	1.1123779681377e-172	0.986875837237277	2.78181799517271e-175	0.00246785760170428	0.01065630516101
6404_20_C1QL1_C1QRF	distal	Male	4872	9.82919758802567e-128	0.988237187403321	1.44174714083145e-130	0.00144944361378603	0.010313368982872
6408_2_INHBC_INHBC	distal	Male	3895	1.69992747960782e-20	0.926710088114597	8.06682743110786e-22	0.0439757614206104	0.0293141504647926
6409_57_ADGRF5_GP116	distal	Male	5380	0	0.979941766148885	0	0.00201924869104984	0.0180389851599405
6425_87_MMP19_MMP19	distal	Male	4125	6.5850562195069e-17	0.97212212877596	2.67482045809329e-19	0.00394847742333532	0.0239293938007017
6433_57_FAM20A_FA20A	distal	Male	5051	9.12777543388112e-49	0.98510852030126	2.68414828473401e-51	0.00289672755294258	0.0119947521457908
6434_18_AOC2_Amine_oxidase	distal	Male	3205	9.44549344780347e-08	0.822100725974891	2.15296259458505e-10	0.00187209854004811	0.176027080814829
6444_15_PSG3_PSG3	distal	Male	5051	0	0.978837353937322	0	0.00205154019735993	0.0191111058650093
6448_36_SEMA3C_Sema_E	distal	Male	5269	3.41341926646366e-30	0.987233621947638	1.00959297218045e-32	0.00291985964371587	0.00984651840864732
6455_52_HAPLN4_HPLN4	distal	Male	5078	1.10832626224087e-17	0.984089806260925	2.67971658336955e-20	0.00237920177086963	0.0135309919682059
6461_54_APOC3_Apo_C_III	distal	Male	6676	1.72023040053511e-56	0.981727837517271	6.87677311231345e-59	0.0039244003477571	0.0143477621349801
6462_12_TIMP4_TIMP_4	distal	Male	5683	2.01849299352544e-300	0.984150076891574	4.77682074997221e-303	0.00232888377726826	0.0135210393311411
6467_65_POGLUT1_KTEL1	distal	Male	5510	7.52917417007438e-127	0.977846148950095	1.65397986234514e-129	0.00214789454191661	0.0200059565079615
6470_19_FBLN1_fibulin_1	distal	Male	7327	5.61920884568511e-60	0.981392710505246	2.85201947793188e-62	0.00498090502279574	0.0136263844719652
6471_53_CFHR4_FHR4	distal	Male	3690	0	0.381543321513004	0	0.00231687526383328	0.616139803223853
6472_40_PMEL_GP100	distal	Male	3878	3.97990504024087e-181	0.96994865990806	1.60006421008529e-183	0.00389927909819132	0.0261520609937693
6478_2_IGLON5_IGLO5	distal	Male	6917	5.48879519032e-21	0.962988255208611	3.33591471780315e-23	0.00585242399307778	0.0311593207983108
6485_59_IGLL1_IGLL1	distal	Male	6036	0	0.97138147128572	0	0.00280221781208164	0.0258163109020952
6493_9_CPZ_CBPZ	distal	Male	7568	4.245510868917e-09	0.982359644817629	2.02824286495739e-11	0.0046929781449832	0.0129473727715934
6507_16_NCAM2_NCAM2	distal	Male	7053	0	0.984496178125463	0	0.0048217695109024	0.0106820523635664
6521_35_NPTX2_NPTX2	distal	Male	5171	1.53028012765964e-31	0.986193941237911	3.72734786383443e-34	0.00240198725679142	0.0114040715052905
6525_17_DUSP13_DUSP13	distal	Male	3451	6.86272984741578e-66	0.987138165086937	2.20582436386252e-68	0.00317277085071048	0.00968906406235783
6527_1_TRIL_TRIL	distal	Male	6468	1.68768208763312e-09	0.961999503494137	8.0312969576914e-12	0.00457760360803483	0.0334228912021164
6544_33_NELL1_NELL1	distal	Male	7018	0	0.906285111218761	0	0.00253318971372416	0.0911816990675255
6550_4_ICAM4_ICAM4	distal	Male	5339	1.3848096190814e-28	0.985656272423794	6.0279969742412e-31	0.00429040477951947	0.0100533227966825
6551_94_SERPINA12_Vaspin	distal	Male	7223	0	0.977061677544839	0	0.0033129826399753	0.0196253398152593
6557_50_LRRC15_LRC15	distal	Male	7541	6.16113018486105e-271	0.977574474262138	1.92465179007565e-273	0.00305361362688142	0.0193719121109368
6558_5_COLEC10_COL10	distal	Male	5817	0.000124771124464264	0.945337199058118	2.41347276661442e-07	0.00182805751711205	0.0527097309530298
6572_10_LRRTM4_LRRT4	distal	Male	6469	0.033839388738712	0.948030554539921	7.01317676299936e-05	0.00196462213068826	0.016095302823049
6574_11_FAIM3_FAIM3	distal	Male	3934	2.2816691800477e-34	0.973504861824499	3.92736270987669e-37	0.00167541395643306	0.0248197242190709
6617_12_FCRL6_FCRL6	distal	Male	5504	5.6125686852457e-40	0.943964517962649	2.01726874635335e-42	0.00339226967700624	0.0526432123603513
6620_82_LINGO1_LIGO1	distal	Male	4806	3.87527106408702e-15	0.98701268828994	1.07813515826994e-17	0.00274585538633865	0.0102414563237138
6626_81_CHST12_CHSTC	distal	Male	7792	2.94888620567499e-87	0.919278119829507	1.07042092299621e-89	0.00333612850115835	0.0773857516693436
6627_25_PNLIPRP1_LIPR1	distal	Male	5127	2.76854656335031e-61	0.988195145328589	6.02890504908195e-64	0.00215183935563531	0.00965301531577687
6629_3_DEFB1_HBD_1	distal	Male	7859	0	0.913717803422704	0	0.00332140986171421	0.0829607867155065
6649_51_NTN1_NET1	distal	Male	5812	0	0.942293642510673	0	0.00277921701764292	0.0549271404717123
6706_18_ALPPL2_PPBN	distal	Male	5794	0.0108437065036139	0.973074700333589	2.40322410838885e-05	0.00215642671489329	0.0139011342068201
6713_4_LRP11_LRP11	distal	Male	6493	0	0.799160279710186	0	0.00855608641434505	0.192283633875561
6715_63_ALPPL2_PPBN	distal	Male	5758	1.21603894690036e-83	0.986354683103155	2.69341568382492e-86	0.00218457131897438	0.0114607455778686
6899_37_PCBD2_PHS2	distal	Male	4564	0.000444836073282437	0.935762458615077	1.2910337987554e-06	0.00271522330425303	0.0610761909735881
6904_14_LRRTM2_LRRT2	distal	Male	3030	1.22775934999184e-13	0.987165977041152	1.47600980428046e-16	0.00118665246482892	0.0116473704938967
6920_1_GFRAL_GFRAL	distal	Male	7180	3.2074067976754e-52	0.88895145413868	1.20657873134307e-54	0.00334302609547716	0.107705519765848
6923_1_PLOD2_PLOD2	distal	Male	6610	9.88273058505804e-17	0.9791264454043	3.46983368517798e-19	0.00343754550191667	0.0174360090937845
6925_26_SNX8_SNX8	distal	Male	7706	6.48720754430989e-25	0.971703430020059	2.34072545560532e-27	0.00350586922954375	0.0247907007503964
6927_7_NDST1_NDST1	distal	Male	5705	4.6576463951539e-50	0.98166277817906	3.06202416302347e-52	0.00645351652232631	0.0118837052986145
6930_95_ST8SIA6_SIA8F	distal	Male	6989	0.0673226888159396	0.895906771404598	0.000897032737272734	0.0119371582305302	0.0239363488116596
6947_4_ST3GAL6_SIA10	distal	Male	6501	0	0.975813780597312	0	0.0022981964016954	0.0218880230001523
6955_68_SNX1_SNX1	distal	Male	4655	2.45256271842689e-40	0.96125647507432	5.86638911402853e-43	0.00229890581458429	0.0364446191110939
6965_19_CNTNAP2_CNTP2	distal	Male	5958	0	0.987392254874259	0	0.00193228344276598	0.0106754616827632
6969_14_WFDC5_WFDC5	distal	Male	5260	0.00153558940415537	0.978378691868816	3.33177343384876e-06	0.00212261190171623	0.017959775051879
6984_6_IGSF8_IGSF8	distal	Male	5275	9.38473710604708e-48	0.933484126777242	3.31570705566275e-50	0.00329744624939266	0.0632184269733669
6998_106_ASPH_HAAH	distal	Male	5770	2.3358075110141e-23	0.953851842044912	3.81052996139566e-25	0.0155603985285089	0.030587759426577
7003_4_GALNT10_GLT10	distal	Male	5705	0.991249978339915	0.00434516766342793	0.00414438207073704	1.8164573498638e-05	0.000242307352421778
7009_8_CD72_CD72	distal	Male	4106	1.01290323849655e-38	0.958038319248161	1.8489724986494e-41	0.00174841891722981	0.0402132618346159
7019_13_SEMA7A_Semaphorin_7A	distal	Male	3788	1.42372943835347e-13	0.979560492224913	4.78830714240417e-16	0.00329430035906007	0.0171452074158849
7049_2_ADAM23_ADAM_23	distal	Male	5058	0	0.971655260194813	0	0.00187567479674617	0.0264690650082763
7059_14_LILRA6_LIRA6	distal	Male	7840	0	0.979323064750571	0	0.0037332350575858	0.0169437001912398
7065_1_G6B_G6B	distal	Male	13814	0.790588054142108	0.00606452836095568	0.199315669499726	0.00152890716849369	0.00250284082871709
7083_74_MATN4_MATN4	distal	Male	5144	1.85936961352091e-151	0.979483428007662	4.1384099687091e-154	0.00217985870367224	0.0183367132886689
7096_30_RMDN1_RMD1	distal	Male	4544	1.06015865724122e-286	0.988100328182838	1.69675895722257e-289	0.00158132811557387	0.0103183437015497
7099_33_FSTL5_FSTL5	distal	Male	6856	0.0762565784119456	0.884431765658232	0.000203503466870647	0.00235988699335498	0.0367482654695968
7110_2_DNAJB11_DJB11	distal	Male	5503	2.81853113207387e-43	0.964416565455301	7.74494849423483e-46	0.00264975905199464	0.0329336754927044
7128_9_VWA2_VWA2	distal	Male	5288	1.44283649729757e-93	0.970393935753653	5.57537754925058e-96	0.00374951666786723	0.0258565475784775
7140_1_CELA2A_ELA2A	distal	Male	6465	1.025970618114e-22	0.971197564413046	2.51640418230723e-25	0.00238179778427443	0.0264206378026813
7141_21_MGAT4B_MGT4B	distal	Male	6870	0	0.82185925096084	0	0.0029022339287752	0.175238515110431
7145_1_ITIH3_ITIH3	distal	Male	3735	0	0.924249059157926	0	0.0578505465430332	0.0179003942988569
7156_2_FUT10_FUT10	distal	Male	4881	0	0.952192421865618	0	0.00212680165222816	0.0456807764814047
7161_25_H6PD_G6PE	distal	Male	4421	0	0.982481269958286	0	0.00497226035280603	0.0125464696889875
7173_141_TMEM132C_T132C	distal	Male	7376	2.73628325621386e-179	0.947683822557462	9.64928790288669e-182	0.00334144278979086	0.0489747346527457
7179_69_NFASC_NFASC	distal	Male	5498	4.56420819805584e-282	0.947152781220992	3.0508874148365e-284	0.00633065816348599	0.0465165606155223
7185_29_GP5_GPV	distal	Male	7496	3.37551218626137e-26	0.970306494853609	1.05370036954942e-28	0.0030286435012706	0.0266648616451195
7192_37_IFNLR1_CRF2_12	distal	Male	4662	1.83913770102552e-15	0.977345250061175	3.33115510766897e-18	0.0017700167425637	0.0208847331962618
7198_197_FAM20B_FA20B	distal	Male	5435	4.34664879709694e-14	0.97986459998823	1.24600218189618e-16	0.00280868819498934	0.0173267118167361
7206_20_FBP1_F16P1	distal	Male	5321	3.69746530968946e-24	0.966906975889179	5.14432737803773e-26	0.0134524951319301	0.0196405289788903
7208_60_MGAT4C_MGT4C	distal	Male	4775	0.000467737146942374	0.971281873601981	9.81594793066721e-07	0.00203807338333583	0.0262113342729477
7210_25_APLP1_Amyloid_like_protein_1	distal	Male	5206	0.970523103189888	0.026497910586141	0.00176241597196671	4.81070470985682e-05	0.00116846320490588
7211_2_RNASE1_RNase_1	distal	Male	7029	9.28372602378723e-122	0.984084814467231	2.9916966294243e-124	0.00317110274731627	0.012744082785436
7218_87_ATP1B2_AT1B2	distal	Male	5198	3.99692629722534e-283	0.987374771579958	9.55682873622777e-286	0.00236075439608462	0.0102644740239976
7227_75_COCH_COCH	distal	Male	4981	4.23823120365211e-242	0.980398708910364	9.62848203861946e-245	0.00222711186530121	0.017374179224288
7228_2_ST6GALNAC6_SIA7F	distal	Male	3644	3.97530922865581e-12	0.962107948786736	6.79664034460427e-15	0.0016445665921687	0.0362474846171133
7244_16_IGFLR1_TM149	distal	Male	5128	0	0.975246023580987	0	0.00187535814648496	0.0228786182723616
7251_64_C1QTNF3_C1QT3	distal	Male	5909	1.95915247049938e-45	0.983394559608273	4.74342846449137e-48	0.00238081677360103	0.0142246236181325
7266_4_SERPINA9_SPA9	distal	Male	7121	1.75281008425141e-71	0.98290546504321	5.84248667111536e-74	0.00327609358198091	0.0138184413748043
7551_33_LRRC32_LRC32	distal	Male	5195	1.29450226531987e-05	0.974189671701147	2.61402729428398e-08	0.00196697215213736	0.0238303849837901
7628_40_CRELD1_CREL1	distal	Male	5884	0	0.982496087378168	0	0.00227732771518231	0.0152265849075339
7648_9_MYBPC1_MYPC1	distal	Male	5582	1.37301126319823e-12	0.978385301898223	6.63735440008121e-15	0.00472950100769383	0.0168851970927029
7761_125_CHKB_CHKB	distal	Male	4132	1.88201306600479e-53	0.938925187011727	6.28990604561027e-56	0.00313741754904133	0.057937395439226
7769_29_SH3BP2_3BP2	distal	Male	5300	1.13840321094855e-220	0.986584784867612	2.78731819249799e-223	0.002415489056621	0.0109997260757937
7773_20_KIR2DL2_KI2L2	distal	Male	6864	0.896705411695858	0.0944338175577684	0.00279029202699032	0.000293793396274434	0.00577668532310911
7778_104_C9orf89_BINCA	distal	Male	5907	0.988558222128178	0.00126551829994253	0.0100397855158	1.28513525364168e-05	0.000123622703542647
7779_86_CHST11_CHSTB	distal	Male	6543	1.75659272400372e-242	0.984270870520434	5.34526557039336e-245	0.00299498309263972	0.0127341463869494
