exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
BMI	Female	13479_8_FAM171A2_F1712	13479_8	F1712	FAM171A2	228	IVW-MRE	0.20797375829133	0.0280886108206267	1.31941106831628e-13	0.152920081082902	0.263027435499758
BMI	Female	13481_24_TCEA2_TCEA2	13481_24	TCEA2	TCEA2	228	IVW-MRE	0.186747519008427	0.0281281689285913	3.1546781727394e-11	0.131616307908388	0.241878730108466
BMI	Female	13484_69_COL1A1_CO1A1	13484_69	CO1A1	COL1A1	228	IVW-MRE	0.116988356551142	0.0278518670712369	2.66470280141112e-05	0.0623986970915177	0.171578016010766
BMI	Female	13485_20_TMEM87B_TM87B	13485_20	TM87B	TMEM87B	228	IVW-MRE	0.135668712882208	0.0276795732216864	9.51551613087053e-07	0.0814167493677027	0.189920676396713
BMI	Female	13490_1_MPP6_MPP6	13490_1	MPP6	MPP6	228	IVW-MRE	0.152925048221649	0.0291757679271408	1.59268765098064e-07	0.095740543084453	0.210109553358845
BMI	Female	13492_44_HSPA9_HSPA9B	13492_44	HSPA9B	HSPA9	228	IVW-MRE	0.137112565471691	0.0306740021727718	7.82222707884937e-06	0.0769915212130583	0.197233609730324
BMI	Female	13493_5_GRID1_GRID1	13493_5	GRID1	GRID1	228	IVW-MRE	0.15222085121163	0.0294654078825144	2.39045964818624e-07	0.0944686517619018	0.209973050661358
BMI	Female	13494_6_CERS5_CERS5	13494_6	CERS5	CERS5	228	IVW-MRE	0.160033183162967	0.026958229723791	2.91457330650748e-09	0.107195052904337	0.212871313421597
BMI	Female	13495_48_HCAR2_HCAR2	13495_48	HCAR2	HCAR2	228	IVW-MRE	0.225400828312819	0.0286472070028682	3.59893103192904e-15	0.169252302587197	0.281549354038441
BMI	Female	13498_1_MIOX_MIOX	13498_1	MIOX	MIOX	228	IVW-MRE	0.142775261154067	0.0280764870726381	3.67190013253224e-07	0.0877453464916963	0.197805175816438
BMI	Female	13501_10_SLC35G2_S35G2	13501_10	S35G2	SLC35G2	228	IVW-MRE	0.25723072718061	0.0310686839949453	1.23775197571495e-16	0.196336106550517	0.318125347810703
BMI	Female	13506_10_DUS2_DUS2L	13506_10	DUS2L	DUS2	228	IVW-MRE	0.138085695792609	0.0297852408539764	3.55139902878973e-06	0.0797066237188152	0.196464767866403
BMI	Female	13509_5_SCAMP5_SCAM5	13509_5	SCAM5	SCAMP5	228	IVW-MRE	0.149644760130267	0.0293704987001018	3.48611587360995e-07	0.0920785826780675	0.207210937582467
BMI	Female	13511_29_SATB1_SATB1	13511_29	SATB1	SATB1	228	IVW-MRE	0.144313383407042	0.0278388488943721	2.17311282841077e-07	0.0897492395740727	0.198877527240011
BMI	Female	13512_28_HNRNPR_HNRPR	13512_28	HNRPR	HNRNPR	228	IVW-MRE	0.154629870143195	0.0284320301692017	5.37068988771544e-08	0.0989030910115597	0.21035664927483
BMI	Female	13513_174_PIAS3_PIAS3	13513_174	PIAS3	PIAS3	228	IVW-MRE	0.164253214909144	0.0278439094508406	3.65552636450328e-09	0.109679152385496	0.218827277432792
BMI	Female	13514_121_RAB35_Rab_1C	13514_121	Rab_1C	RAB35	228	IVW-MRE	0.139265612031221	0.032285310699197	1.60624287160641e-05	0.0759864030607949	0.202544821001647
BMI	Female	13515_8_RPRD1A_RPR1A	13515_8	RPR1A	RPRD1A	228	IVW-MRE	0.190630374172776	0.0270565003715244	1.84610355941886e-12	0.137599633444588	0.243661114900964
BMI	Female	13517_3_PTCHD3_PTHD3	13517_3	PTHD3	PTCHD3	228	IVW-MRE	0.144566009449992	0.0272610265619181	1.13896933332634e-07	0.0911343973886325	0.197997621511351
BMI	Female	13518_5_ASAP2_ASAP2	13518_5	ASAP2	ASAP2	228	IVW-MRE	0.137265816552386	0.0296745856307477	3.73330143989518e-06	0.0791036287161205	0.195428004388651
BMI	Female	13519_112_ARHGEF25_ARHGP	13519_112	ARHGP	ARHGEF25	228	IVW-MRE	0.140721519212479	0.0254949513447786	3.39803609819227e-08	0.0907514145767129	0.190691623848245
BMI	Female	13525_17_KCNG4_KCNG4	13525_17	KCNG4	KCNG4	228	IVW-MRE	0.127953408169523	0.0286524339168899	7.98043322781785e-06	0.0717946376924188	0.184112178646627
BMI	Female	13526_5_SSB_LA	13526_5	LA	SSB	228	IVW-MRE	0.154381795640379	0.0271240422357664	1.25783848581357e-08	0.101218672858277	0.207544918422481
BMI	Female	13529_39_NAP1L2_NP1L2	13529_39	NP1L2	NAP1L2	228	IVW-MRE	0.204947565262029	0.0311844666841246	4.9609115963306e-11	0.143826010561145	0.266069119962913
BMI	Female	13530_5_UTS2R_UR2R	13530_5	UR2R	UTS2R	228	IVW-MRE	0.139027588255305	0.0264936065485049	1.54101663972543e-07	0.0871001194202354	0.190955057090375
BMI	Female	13532_25_CNEP1R1_NEPR1	13532_25	NEPR1	CNEP1R1	228	IVW-MRE	0.154638054396085	0.0268889038946899	8.87177378611573e-09	0.101935802762493	0.207340306029677
BMI	Female	13535_2_COL4A3BP_C43BP	13535_2	C43BP	COL4A3BP	228	IVW-MRE	0.125523290217888	0.0275157236144204	5.0698841365706e-06	0.071592471933624	0.179454108502152
BMI	Female	13539_131_KCNN1_KCNN1	13539_131	KCNN1	KCNN1	228	IVW-MRE	0.141901143960206	0.0297331874677587	1.81968100447368e-06	0.0836240965233989	0.200178191397013
BMI	Female	13540_1_GPR26_GPR26	13540_1	GPR26	GPR26	228	IVW-MRE	0.159275561010561	0.0285338032583767	2.37774549661796e-08	0.103349306624143	0.215201815396979
BMI	Female	13541_1_MYCT1_MYCT1	13541_1	MYCT1	MYCT1	228	IVW-MRE	0.159935674771978	0.0286574187925964	2.39205847349645e-08	0.103767133938489	0.216104215605467
BMI	Female	13549_15_ADAM29_ADA29	13549_15	ADA29	ADAM29	228	IVW-MRE	0.141360513957191	0.0264042661857292	8.6173795364779e-08	0.0896081522331618	0.19311287568122
BMI	Female	13552_7_SWAP70_SWP70	13552_7	SWP70	SWAP70	228	IVW-MRE	0.154961192297279	0.0269529802728949	8.96053742639417e-09	0.102133350962405	0.207789033632153
BMI	Female	13554_78_REPIN1_REPI1	13554_78	REPI1	REPIN1	228	IVW-MRE	0.141648608855351	0.0269555685328525	1.48111138090499e-07	0.0888156945309601	0.194481523179742
BMI	Female	13556_28_HTR2A_5HT2A	13556_28	5HT2A	HTR2A	228	IVW-MRE	0.133649094835158	0.0278614718922982	1.61128442081697e-06	0.0790406099262535	0.188257579744062
BMI	Female	13557_3_PVRL3_Nectin_3	13557_3	Nectin_3	PVRL3	228	IVW-MRE	0.15884688683996	0.0277370713665125	1.02294307916736e-08	0.104482226961596	0.213211546718325
BMI	Female	13561_5_HTR6_5HT6R	13561_5	5HT6R	HTR6	228	IVW-MRE	0.220952828971644	0.0270510235849288	3.13537354605379e-16	0.167932822745184	0.273972835198104
BMI	Female	13563_259_ACBD7_ACBD7	13563_259	ACBD7	ACBD7	228	IVW-MRE	0.126203005465741	0.0286109657638163	1.0289372879986e-05	0.0701255125686611	0.182280498362821
BMI	Female	13565_2_RBL2_p130	13565_2	p130	RBL2	228	IVW-MRE	0.161553978163668	0.0313866867809558	2.64384348506805e-07	0.100036072072995	0.223071884254341
BMI	Female	13574_50_RND1_RND1	13574_50	RND1	RND1	228	IVW-MRE	0.151800077526932	0.0288312538143541	1.40096059424741e-07	0.095290820050798	0.208309335003066
BMI	Female	13575_40_DVL2_DVL2	13575_40	DVL2	DVL2	228	IVW-MRE	0.179179229644571	0.0289630209879655	6.15214143247277e-10	0.122411708508159	0.235946750780983
BMI	Female	13580_2_UAP1_Sperm_associated_antigen_2	13580_2	Sperm_associated_antigen_2	UAP1	228	IVW-MRE	0.169066491778837	0.0270373224954645	4.02440506247925e-10	0.116073339687727	0.222059643869947
BMI	Female	13588_11_ANXA9_ANXA9	13588_11	ANXA9	ANXA9	228	IVW-MRE	0.156637434538764	0.0283951245572806	3.46113384235129e-08	0.100982990406494	0.212291878671034
BMI	Female	13599_15_RABEPK_RABEK	13599_15	RABEK	RABEPK	228	IVW-MRE	0.126904717740097	0.0307987164074884	3.78125305412602e-05	0.0665392335814197	0.187270201898774
BMI	Female	13602_6_NHP2L1_NH2L1	13602_6	NH2L1	NHP2L1	228	IVW-MRE	0.152305869023887	0.028782824430546	1.21281384763908e-07	0.0958915331400169	0.208720204907757
BMI	Female	13604_27_NEURL1_NEUL1	13604_27	NEUL1	NEURL1	228	IVW-MRE	0.160293341757587	0.0299576682199107	8.76333095211415e-08	0.101576312046562	0.219010371468612
BMI	Female	13605_16_ANXA10_ANX10	13605_16	ANX10	ANXA10	228	IVW-MRE	0.144837935699423	0.0290033143451726	5.91901821703317e-07	0.0879914395828847	0.201684431815961
BMI	Female	13609_11_GTF2I_GTF2I	13609_11	GTF2I	GTF2I	228	IVW-MRE	0.174583336817715	0.0271698462354449	1.31325820133314e-10	0.121330438196243	0.227836235439187
BMI	Female	13610_9_MAGEA10_MAGE_10	13610_9	MAGE_10	MAGEA10	228	IVW-MRE	0.14674729999204	0.0303576984661798	1.33856789211378e-06	0.0872462109983276	0.206248388985752
BMI	Female	13612_7_CYTIP_CYTIP	13612_7	CYTIP	CYTIP	228	IVW-MRE	0.131067991331206	0.0273860220458687	1.7018478283849e-06	0.0773913881213033	0.184744594541109
BMI	Female	13613_23_AK5_Adenylate_kinase_isoenzyme_5	13613_23	Adenylate_kinase_isoenzyme_5	AK5	228	IVW-MRE	0.131831352569353	0.0270274084432384	1.07334781494481e-06	0.0788576320206057	0.1848050731181
BMI	Female	13614_6_CREBBP_CREB_binding_protein	13614_6	CREB_binding_protein	CREBBP	228	IVW-MRE	0.320415274546994	0.0316852471402282	4.86553097356818e-24	0.258312190152147	0.382518358941841
BMI	Female	13618_15_MAD1L1_MD1L1	13618_15	MD1L1	MAD1L1	228	IVW-MRE	0.140508321936293	0.0279624804720442	5.03727419457645e-07	0.0857018602110864	0.1953147836615
BMI	Female	13623_4_MLL2_MLL2	13623_4	MLL2	MLL2	228	IVW-MRE	0.174894253824873	0.0275436261570266	2.15710236495202e-10	0.120908746557101	0.228879761092645
BMI	Female	13624_17_NADK_NADK	13624_17	NADK	NADK	228	IVW-MRE	0.170884636246594	0.0283100753008956	1.5780777999079e-09	0.115396888656839	0.226372383836349
BMI	Female	13625_19_SSB_LA	13625_19	LA	SSB	228	IVW-MRE	0.116422085605698	0.0250463979168208	3.34752246623756e-06	0.0673311456887292	0.165513025522667
BMI	Female	13628_58_GRB14_GRB14	13628_58	GRB14	GRB14	228	IVW-MRE	0.178910459649313	0.0293070445366824	1.02999562866308e-09	0.121468652357415	0.23635226694121
BMI	Female	13631_1_RBBP5_RB_binding_protein_5	13631_1	RB_binding_protein_5	RBBP5	228	IVW-MRE	0.172253825943086	0.0258929775909385	2.88095881099939e-11	0.121503589864847	0.223004062021325
BMI	Female	13645_14_DHX38_PRP16	13645_14	PRP16	DHX38	228	IVW-MRE	0.138106957583891	0.0304028849495658	5.55749239044947e-06	0.078517303082742	0.19769661208504
BMI	Female	13653_335_MACROD1_MACD1	13653_335	MACD1	MACROD1	228	IVW-MRE	0.134244118109079	0.031356809760409	1.85905671345001e-05	0.0727847709786774	0.195703465239481
BMI	Female	13655_34_NCL_Nucleolin	13655_34	Nucleolin	NCL	228	IVW-MRE	0.161951674140171	0.0266306630166512	1.19138775375173e-09	0.109755574627535	0.214147773652807
BMI	Female	13659_36_ATP13A1_AT131	13659_36	AT131	ATP13A1	228	IVW-MRE	0.191627017812784	0.0258443349919706	1.2193505033972e-13	0.140972121228522	0.242281914397046
BMI	Female	13665_35_PPP2R3A_PP2A__subunit_B	13665_35	PP2A__subunit_B	PPP2R3A	228	IVW-MRE	0.288348292088175	0.0286261835881048	7.28094395637254e-24	0.23224097225549	0.34445561192086
BMI	Female	13671_40_ELANE_Elastase	13671_40	Elastase	ELANE	228	IVW-MRE	0.161027319890849	0.032538088516584	7.46391018812678e-07	0.0972526663983444	0.224801973383354
BMI	Female	13672_3_HSPA6_HSP76	13672_3	HSP76	HSPA6	228	IVW-MRE	0.182659302830004	0.0291392943644883	3.64571854633969e-10	0.125546285875607	0.239772319784401
BMI	Female	13676_46_INHBB_Inhibin_bB_chain	13676_46	Inhibin_bB_chain	INHBB	228	IVW-MRE	0.13522212779735	0.0300052678077	6.58706356073046e-06	0.076411802894258	0.194032452700442
BMI	Female	13680_3_NAB2_NAB2	13680_3	NAB2	NAB2	228	IVW-MRE	0.133118139074943	0.0291687251749757	5.02530859587722e-06	0.0759474377319906	0.190288840417895
BMI	Female	13681_173_CSNK2A2_CSK22	13681_173	CSK22	CSNK2A2	228	IVW-MRE	0.143674577013732	0.0288969981774551	6.6281063349595e-07	0.08703646058592	0.200312693441544
BMI	Female	13689_2_ODC1_Ornithine_decarboxylase	13689_2	Ornithine_decarboxylase	ODC1	228	IVW-MRE	0.197539070388165	0.02942784201775	1.91109293439463e-11	0.139860500033375	0.255217640742955
BMI	Female	13694_24_CRLF2_TSLP_R	13694_24	TSLP_R	CRLF2	228	IVW-MRE	0.123861896974102	0.0262364341520676	2.34701515263975e-06	0.0724384860360495	0.175285307912155
BMI	Female	13697_51_GPD1_GPDA	13697_51	GPDA	GPD1	228	IVW-MRE	0.225216473614538	0.0290535360748002	9.06168737575621e-15	0.16827154290793	0.282161404321146
BMI	Female	13698_28_KIAA0319L_K319L	13698_28	K319L	KIAA0319L	228	IVW-MRE	0.156707215450908	0.0293620387148852	9.44612975453638e-08	0.099157619569733	0.214256811332083
BMI	Female	13700_10_ANXA2_annexin_II	13700_10	annexin_II	ANXA2	228	IVW-MRE	0.171190981009954	0.0290804388372884	3.93723939023945e-09	0.114193320888869	0.228188641131039
BMI	Female	13704_5_HMGCS2_HMCS2	13704_5	HMCS2	HMGCS2	228	IVW-MRE	0.140767559337794	0.0289834939124367	1.1928705026835e-06	0.0839599112694181	0.19757520740617
BMI	Female	13711_10_CLTC_CLH1	13711_10	CLH1	CLTC	228	IVW-MRE	0.169274383420532	0.0291956150643436	6.71350227082815e-09	0.112050977894419	0.226497788946645
BMI	Female	13717_15_FCN2_FCN2	13717_15	FCN2	FCN2	228	IVW-MRE	0.17685664122959	0.0280962989982005	3.0807494516452e-10	0.121787895193117	0.231925387266063
BMI	Female	13727_44_SPOP_SPOP	13727_44	SPOP	SPOP	228	IVW-MRE	0.137948608203896	0.0274962660055524	5.24861403645312e-07	0.0840559268330133	0.191841289574779
BMI	Female	13729_26_SFXN5_SFXN5	13729_26	SFXN5	SFXN5	228	IVW-MRE	0.151770763359407	0.0281267747271402	6.81606687310894e-08	0.0966422848942122	0.206899241824602
BMI	Female	13735_1_RAP1GAP_RPGP1	13735_1	RPGP1	RAP1GAP	228	IVW-MRE	0.11297929886649	0.0269907653614436	2.84100755484352e-05	0.0600773987580605	0.165881198974919
BMI	Female	13738_8_INHBA_Inhibin_bA_chain	13738_8	Inhibin_bA_chain	INHBA	228	IVW-MRE	0.22984138133078	0.032176171586074	9.1171408466344e-13	0.166776085022075	0.292906677639485
BMI	Female	13743_56_CUL4B_CUL4B	13743_56	CUL4B	CUL4B	228	IVW-MRE	0.130454582375569	0.0277044241070799	2.49179851471181e-06	0.0761539111256924	0.184755253625446
BMI	Female	13745_10_PKD2_PKD2	13745_10	PKD2	PKD2	228	IVW-MRE	0.139840108430181	0.0273789902500687	3.26328272822942e-07	0.0861772875400463	0.193502929320316
BMI	Female	13926_1_RMI1_RMI1	13926_1	RMI1	RMI1	228	IVW-MRE	0.144257390006762	0.0284049878706371	3.80239063247042e-07	0.0885836137803133	0.199931166233211
BMI	Female	13932_45_ARHGEF7_COOL_1	13932_45	COOL_1	ARHGEF7	228	IVW-MRE	0.151269717409018	0.0301594912985633	5.28520550201732e-07	0.092157114463834	0.210382320354202
BMI	Female	13933_276_NAB1_NAB1	13933_276	NAB1	NAB1	228	IVW-MRE	0.269769294036125	0.0290780676250701	1.73640410760266e-20	0.212776281490988	0.326762306581262
BMI	Female	13937_75_CAND1_CAND1	13937_75	CAND1	CAND1	228	IVW-MRE	0.147388503505748	0.0260546610435381	1.54135244898348e-08	0.0963213678604133	0.198455639151083
BMI	Female	13939_14_UGP2_UGPA1	13939_14	UGPA1	UGP2	228	IVW-MRE	0.13382900498449	0.0273246849351422	9.69487546660429e-07	0.0802726225116113	0.187385387457369
BMI	Female	13940_19_IFI16_IP16	13940_19	IP16	IFI16	228	IVW-MRE	0.164782904947285	0.0298813279465186	3.49618409687168e-08	0.106215502172109	0.223350307722461
BMI	Female	13941_82_FARS2_SYFM	13941_82	SYFM	FARS2	228	IVW-MRE	0.167861515713434	0.0287749957229327	5.42474557227155e-09	0.111462524096486	0.224260507330382
BMI	Female	13942_140_SPSB1_SPSB1	13942_140	SPSB1	SPSB1	228	IVW-MRE	0.194521188784619	0.0273149810178543	1.06828204673971e-12	0.140983825989625	0.248058551579613
BMI	Female	13943_38_DPY30_DPY30	13943_38	DPY30	DPY30	228	IVW-MRE	0.172889877433027	0.0281420178047719	8.073367483808e-10	0.117731522535674	0.22804823233038
BMI	Female	13946_8_DDX23_DDX23	13946_8	DDX23	DDX23	228	IVW-MRE	0.160827128330873	0.0300480990838009	8.68322795522339e-08	0.101932854126623	0.219721402535123
BMI	Female	13947_371_NUDT12_NUD12	13947_371	NUD12	NUDT12	228	IVW-MRE	0.134052733687576	0.0272319575828937	8.53906898916929e-07	0.0806780968251044	0.187427370550048
BMI	Female	13960_15_AGAP3_AGAP3	13960_15	AGAP3	AGAP3	228	IVW-MRE	0.139873586551582	0.0278367173866677	5.03990554984848e-07	0.0853136204737133	0.194433552629451
BMI	Female	13961_18_KIF3A_KIF3A	13961_18	KIF3A	KIF3A	228	IVW-MRE	0.269784659282381	0.0307223470148346	1.61478368823302e-18	0.209568859133305	0.330000459431457
BMI	Female	13972_4_HSD17B14_DHB14	13972_4	DHB14	HSD17B14	228	IVW-MRE	0.156763961520183	0.0291379099967244	7.44573627293056e-08	0.0996536579266032	0.213874265113763
BMI	Female	13977_28_BARD1_BARD1	13977_28	BARD1	BARD1	228	IVW-MRE	0.141068600680712	0.0282906222431907	6.1512000930195e-07	0.0856189810840582	0.196518220277366
BMI	Female	13979_3_SLC26A7_S26A7	13979_3	S26A7	SLC26A7	228	IVW-MRE	0.155832968250674	0.0272229085403184	1.03841467002268e-08	0.10247606751165	0.209189868989698
BMI	Female	13983_27_CRYZ_QOR	13983_27	QOR	CRYZ	228	IVW-MRE	0.130134820917039	0.0297511067171828	1.21924991852417e-05	0.0718226517513607	0.188446990082717
BMI	Female	13984_23_DDX25_DDX25	13984_23	DDX25	DDX25	228	IVW-MRE	0.132881792162512	0.0289044031991341	4.28031028543218e-06	0.0762291618922092	0.189534422432815
BMI	Female	13992_12_NSF_NSF	13992_12	NSF	NSF	228	IVW-MRE	0.158500160764586	0.0286314311832963	3.09669943264351e-08	0.102382555645325	0.214617765883847
BMI	Female	13994_1_FBL_FBRL	13994_1	FBRL	FBL	228	IVW-MRE	0.150534205409134	0.0299671932060191	5.07910795124763e-07	0.0917985067253366	0.209269904092931
BMI	Female	13996_16_PPCDC_COAC	13996_16	COAC	PPCDC	228	IVW-MRE	0.116228510747846	0.0263938760064116	1.06461017798516e-05	0.0644965137752793	0.167960507720413
BMI	Female	13998_26_ADSSL1_PURA1	13998_26	PURA1	ADSSL1	228	IVW-MRE	0.1409292442706	0.0293477994742969	1.57058985263923e-06	0.0834075573009781	0.198450931240222
BMI	Female	14002_18_DOCK9_DOCK9	14002_18	DOCK9	DOCK9	228	IVW-MRE	0.193027915560974	0.0288634660575816	2.26827980012243e-11	0.136455522088114	0.249600309033834
BMI	Female	14005_2_CHD7_CHD7	14005_2	CHD7	CHD7	228	IVW-MRE	0.153719450036561	0.0274413386482272	2.12201524835198e-08	0.0999344262860357	0.207504473787086
BMI	Female	14006_36_GNMT_GNMT	14006_36	GNMT	GNMT	228	IVW-MRE	0.150468741768248	0.0280761207379415	8.3538635951713e-08	0.0954395451218827	0.205497938414613
BMI	Female	14011_17_S100A11_S100A11	14011_17	S100A11	S100A11	228	IVW-MRE	0.164117110317241	0.029624961185677	3.02773487036454e-08	0.106052186393314	0.222182034241168
BMI	Female	14012_17_DHX58_LGP2	14012_17	LGP2	DHX58	228	IVW-MRE	0.157900132841752	0.0268752882388709	4.22101797415486e-09	0.105224567893565	0.210575697789939
BMI	Female	14021_81_MED4_MED4	14021_81	MED4	MED4	228	IVW-MRE	0.143216192857737	0.0286844737180611	5.95063863487564e-07	0.0869946243703373	0.199437761345137
BMI	Female	14024_196_EDA_EDA	14024_196	EDA	EDA	228	IVW-MRE	0.158502228740746	0.0301023228104382	1.39847564377941e-07	0.0995016760322871	0.217502781449205
BMI	Female	14025_18_TNFRSF9_4_1BB	14025_18	4_1BB	TNFRSF9	228	IVW-MRE	0.158647311265709	0.0281390644870293	1.72062574989337e-08	0.103494744871132	0.213799877660286
BMI	Female	14026_24_IL17F_IL_17F	14026_24	IL_17F	IL17F	228	IVW-MRE	0.123668986351899	0.0279551078290783	9.69608435424635e-06	0.0688769750069055	0.178460997696892
BMI	Female	14028_22_PIK3C2A_P3C2A	14028_22	P3C2A	PIK3C2A	228	IVW-MRE	0.141901602400933	0.0318053953316198	8.13660792857939e-06	0.0795630275509582	0.204240177250908
BMI	Female	14029_42_COPS2_CSN2	14029_42	CSN2	COPS2	228	IVW-MRE	0.218477084771578	0.032767701367969	2.60282072516168e-11	0.154252390090359	0.282701779452797
BMI	Female	14034_22_TACSTD2_GA733_1_protein	14034_22	GA733_1_protein	TACSTD2	228	IVW-MRE	0.153965835368772	0.027121313475048	1.37132454787033e-08	0.100808060957678	0.207123609779866
BMI	Female	14036_116_MPDZ_MPDZ	14036_116	MPDZ	MPDZ	228	IVW-MRE	0.11849298013233	0.0269801127096759	1.1238309934749e-05	0.0656119592213652	0.171374001043295
BMI	Female	14037_18_RANBP3_RANB3	14037_18	RANB3	RANBP3	228	IVW-MRE	0.117881356783624	0.0285207732945353	3.57785567286017e-05	0.0619806411263348	0.173782072440913
BMI	Female	14045_12_NCOA2_NCOA2	14045_12	NCOA2	NCOA2	228	IVW-MRE	0.126514682816359	0.0277991246658815	5.33836384014938e-06	0.0720283984712313	0.181000967161487
BMI	Female	14048_7_IL1RAP_IL_1_R_AcP	14048_7	IL_1_R_AcP	IL1RAP	228	IVW-MRE	-0.166434239213701	0.0262187708828687	2.18268281495013e-10	-0.217823030144124	-0.115045448283278
BMI	Female	14051_54_FOXC2_FOXC2	14051_54	FOXC2	FOXC2	228	IVW-MRE	0.143359358825581	0.0263520402976658	5.32322502379681e-08	0.0917093598421561	0.195009357809006
BMI	Female	14052_26_UNC13A_UN13A	14052_26	UN13A	UNC13A	228	IVW-MRE	0.114639575570009	0.0273823985447567	2.8314481614117e-05	0.0609700744222859	0.168309076717732
BMI	Female	14056_4_CGA_Glycoprotein_hormones_a_chain	14056_4	Glycoprotein_hormones_a_chain	CGA	228	IVW-MRE	0.124807434559619	0.028962102815306	1.63745374448362e-05	0.0680417130416192	0.181573156077619
BMI	Female	14060_67_NCF4_NCF4	14060_67	NCF4	NCF4	228	IVW-MRE	0.221722762968399	0.0289782573952074	1.98881638762212e-14	0.164925378473792	0.278520147463005
BMI	Female	14061_48_TNFSF11_sRANKL	14061_48	sRANKL	TNFSF11	228	IVW-MRE	0.128677304640172	0.0290386347690584	9.36905710715575e-06	0.0717615804928175	0.185593028787526
BMI	Female	14063_17_OSM_OSM	14063_17	OSM	OSM	228	IVW-MRE	0.135603861836433	0.0261004706043801	2.04217994606486e-07	0.084446939451848	0.186760784221018
BMI	Female	14070_56_ITSN1_ITSN1	14070_56	ITSN1	ITSN1	228	IVW-MRE	0.121910015068469	0.028722806373759	2.19215298996065e-05	0.0656133145759014	0.178206715561037
BMI	Female	14074_2_SHC2_SHC2	14074_2	SHC2	SHC2	228	IVW-MRE	0.145242056598995	0.0271349702241864	8.67096951369979e-08	0.0920575149595897	0.1984265982384
BMI	Female	14079_14_IL18R1_IL_18_Ra	14079_14	IL_18_Ra	IL18R1	228	IVW-MRE	0.243518941549033	0.0317190926868925	1.62398650698536e-14	0.181349519882724	0.305688363215342
BMI	Female	14093_10_FLT3LG_Flt3_ligand	14093_10	Flt3_ligand	FLT3LG	228	IVW-MRE	0.142263247594684	0.0278965666063908	3.40248495279502e-07	0.087585977046158	0.19694051814321
BMI	Female	14095_1_KLRK1_NKG2D	14095_1	NKG2D	KLRK1	228	IVW-MRE	0.139521537462737	0.0260167750827043	8.19630698105335e-08	0.0885286583006366	0.190514416624837
BMI	Female	14112_40_RELT_RELT	14112_40	RELT	RELT	228	IVW-MRE	0.167059203386729	0.0290599779154132	8.98936477446008e-09	0.110101646672519	0.224016760100939
BMI	Female	14114_18_PIANP_PIANP	14114_18	PIANP	PIANP	228	IVW-MRE	-0.116807835961502	0.0271050049109227	1.63656343107125e-05	-0.16993364558691	-0.0636820263360935
BMI	Female	14115_34_ADM_Adrenomedullin	14115_34	Adrenomedullin	ADM	228	IVW-MRE	0.20528952598262	0.0303416125667011	1.3244655344536e-11	0.145819965351886	0.264759086613354
BMI	Female	14120_2_RNF43_RNF43	14120_2	RNF43	RNF43	228	IVW-MRE	0.168158035171396	0.0291077708028045	7.60063736707803e-09	0.111106804397899	0.225209265944893
BMI	Female	14121_24_TNFRSF10D_TRAIL_R4	14121_24	TRAIL_R4	TNFRSF10D	228	IVW-MRE	0.181672829299198	0.0273124244682629	2.89815090598634e-11	0.128140477341403	0.235205181256993
BMI	Female	14122_132_ZNRF3_ZNRF3	14122_132	ZNRF3	ZNRF3	228	IVW-MRE	0.127000246693377	0.0280402164668692	5.92024562815785e-06	0.0720414224183134	0.181959070968441
BMI	Female	14124_6_EFNA2_Ephrin_A2	14124_6	Ephrin_A2	EFNA2	228	IVW-MRE	0.239710689610742	0.0282006353195157	1.89284603831759e-17	0.184437444384491	0.294983934836993
BMI	Female	14127_240_IFNB1_IFN_b	14127_240	IFN_b	IFNB1	228	IVW-MRE	0.133768122360745	0.0273767774314758	1.02806254194197e-06	0.0801096385950524	0.187426606126438
BMI	Female	14129_1_IFNA7_IFNA7	14129_1	IFNA7	IFNA7	228	IVW-MRE	0.136029053803974	0.0281389027856313	1.33682853277439e-06	0.0808768043441367	0.191181303263811
BMI	Female	14132_21_HHLA2_HHLA2	14132_21	HHLA2	HHLA2	228	IVW-MRE	0.149574001944985	0.0309837448927343	1.38258283006299e-06	0.0888458619552258	0.210302141934744
BMI	Female	14135_3_RXFP1_RXFP1	14135_3	RXFP1	RXFP1	228	IVW-MRE	0.169723225471518	0.0281659946985897	1.68253941106443e-09	0.114517875862282	0.224928575080754
BMI	Female	14139_16_NRG4_NRG4	14139_16	NRG4	NRG4	228	IVW-MRE	0.136600717502012	0.0285853983639962	1.76442205396753e-06	0.0805733367085794	0.192628098295445
BMI	Female	14143_8_HIST2H2BE_H2B2E	14143_8	H2B2E	HIST2H2BE	228	IVW-MRE	0.186492270362817	0.0310134765078765	1.81822805586732e-09	0.125705856407379	0.247278684318255
BMI	Female	14144_3_HIST3H2A_H2A3	14144_3	H2A3	HIST3H2A	228	IVW-MRE	0.225416363563132	0.029796483599121	3.8726771058924e-14	0.167015255708855	0.283817471417409
BMI	Female	14149_9_IL36B_IL_1F8	14149_9	IL_1F8	IL36B	228	IVW-MRE	0.156017710299373	0.0272813496400177	1.07252878309695e-08	0.102546265004938	0.209489155593808
BMI	Female	14150_7_IL36A_IL_1F6	14150_7	IL_1F6	IL36A	228	IVW-MRE	0.137744298133955	0.0305454901231511	6.49865066736618e-06	0.0778751374925788	0.197613458775331
