sequence_id	direction_group	exposure	group
9199_6	positive	whradjbmi	Male
3651_50	positive	whradjbmi	Male
3728_52	negative	whradjbmi	Male
15386_7	negative	whradjbmi	Male
15298_199	negative	whradjbmi	Male
6605_17	positive	whradjbmi	Male
8221_19	positive	whradjbmi	Male
12484_67	negative	whradjbmi	Male
12771_19	positive	whradjbmi	Male
12785_49	positive	whradjbmi	Male
3815_14	positive	whradjbmi	Male
14341_8	positive	whradjbmi	Male
9175_48	positive	whradjbmi	Male
6576_1	positive	whradjbmi	Male
9015_1	positive	whradjbmi	Male
11302_237	negative	whradjbmi	Male
2900_53	negative	whradjbmi	Male
13392_13	positive	whradjbmi	Male
9350_3	positive	whradjbmi	Male
18837_9	negative	whradjbmi	Male
2968_61	negative	whradjbmi	Male
4979_34	positive	whradjbmi	Male
12384_92	positive	whradjbmi	Male
10892_8	positive	whradjbmi	Male
11281_6	negative	whradjbmi	Male
9918_23	positive	whradjbmi	Male
7121_2	positive	whradjbmi	Male
12473_48	positive	whradjbmi	Male
16035_8	positive	whradjbmi	Male
8080_24	positive	whradjbmi	Male
18381_16	negative	whradjbmi	Male
8042_88	negative	whradjbmi	Male
8885_6	positive	whradjbmi	Male
2946_52	negative	whradjbmi	Male
7049_2	negative	whradjbmi	Male
13547_5	negative	whradjbmi	Male
2475_1	negative	whradjbmi	Male
5230_99	positive	whradjbmi	Male
7223_60	negative	whradjbmi	Male
8360_169	negative	whradjbmi	Male
19111_10	positive	whradjbmi	Male
15440_57	negative	whradjbmi	Male
16293_1	positive	whradjbmi	Male
4982_54	negative	whradjbmi	Male
6213_10	positive	whradjbmi	Male
3391_10	negative	whradjbmi	Male
12663_1	negative	whradjbmi	Male
11105_171	positive	whradjbmi	Male
3024_18	positive	whradjbmi	Male
8465_52	positive	whradjbmi	Male
16890_37	negative	whradjbmi	Male
2599_51	negative	whradjbmi	Male
4912_17	positive	whradjbmi	Male
3396_54	positive	whradjbmi	Male
2770_51	negative	whradjbmi	Male
9306_7	positive	whradjbmi	Male
3516_60	negative	whradjbmi	Male
13501_10	positive	whradjbmi	Male
10336_3	negative	whradjbmi	Male
12479_50	negative	whradjbmi	Male
6633_43	negative	whradjbmi	Male
2838_53	negative	whradjbmi	Male
4278_14	negative	whradjbmi	Male
5648_28	positive	whradjbmi	Male
6904_14	positive	whradjbmi	Male
17166_4	positive	whradjbmi	Male
13565_2	negative	whradjbmi	Male
6918_183	positive	whradjbmi	Male
3881_49	positive	whradjbmi	Male
4890_10	positive	whradjbmi	Male
9168_31	negative	whradjbmi	Male
3216_2	positive	whradjbmi	Male
9796_4	positive	whradjbmi	Male
6495_14	negative	whradjbmi	Male
8310_6	negative	whradjbmi	Male
13926_1	negative	whradjbmi	Male
9583_17	negative	whradjbmi	Male
10049_112	positive	whradjbmi	Male
5349_69	negative	whradjbmi	Male
5644_60	negative	whradjbmi	Male
19601_15	negative	whradjbmi	Male
12945_33	negative	whradjbmi	Male
6930_95	positive	whradjbmi	Male
18310_26	negative	whradjbmi	Male
3616_3	negative	whradjbmi	Male
8948_13	negative	whradjbmi	Male
2695_25	negative	whradjbmi	Male
12373_73	negative	whradjbmi	Male
15470_11	positive	whradjbmi	Male
8099_42	negative	whradjbmi	Male
15417_3	positive	whradjbmi	Male
5111_15	negative	whradjbmi	Male
10040_63	positive	whradjbmi	Male
12807_89	positive	whradjbmi	Male
19377_14	positive	whradjbmi	Male
6984_6	positive	whradjbmi	Male
6219_14	positive	whradjbmi	Male
10464_6	negative	whradjbmi	Male
9114_84	positive	whradjbmi	Male
7084_1	positive	whradjbmi	Male
3807_1	negative	whradjbmi	Male
7145_1	negative	whradjbmi	Male
5139_32	negative	whradjbmi	Male
9314_9	positive	whradjbmi	Male
10603_1	positive	whradjbmi	Male
4981_6	positive	whradjbmi	Male
2788_55	positive	whradjbmi	Male
14587_16	positive	whradjbmi	Male
2515_14	negative	whradjbmi	Male
6334_9	positive	whradjbmi	Male
5637_81	negative	whradjbmi	Male
10677_9	negative	whradjbmi	Male
4301_58	negative	whradjbmi	Male
7211_2	negative	whradjbmi	Male
9835_16	positive	whradjbmi	Male
4769_10	positive	whradjbmi	Male
10785_8	negative	whradjbmi	Male
18313_4	negative	whradjbmi	Male
2849_49	negative	whradjbmi	Male
13067_5	positive	whradjbmi	Male
13978_122	positive	whradjbmi	Male
13423_94	positive	whradjbmi	Male
16558_2	negative	whradjbmi	Male
6558_5	negative	whradjbmi	Male
11661_11	negative	whradjbmi	Male
5834_18	positive	whradjbmi	Male
4562_1	positive	whradjbmi	Male
7139_14	negative	whradjbmi	Male
7887_57	positive	whradjbmi	Male
13131_5	negative	whradjbmi	Male
14337_1	positive	whradjbmi	Male
16605_2	positive	whradjbmi	Male
19294_26	negative	whradjbmi	Male
2597_8	negative	whradjbmi	Male
18385_4	positive	whradjbmi	Male
3837_6	negative	whradjbmi	Male
14002_18	negative	whradjbmi	Male
4474_19	positive	whradjbmi	Male
15515_2	negative	whradjbmi	Male
3074_6	negative	whradjbmi	Male
9290_8	positive	whradjbmi	Male
17408_2	positive	whradjbmi	Male
2789_26	positive	whradjbmi	Male
5131_15	positive	whradjbmi	Male
4922_13	positive	whradjbmi	Male
10554_23	positive	whradjbmi	Male
15389_1	positive	whradjbmi	Male
4993_16	positive	whradjbmi	Male
18187_16	negative	whradjbmi	Male
17447_52	positive	whradjbmi	Male
8382_47	negative	whradjbmi	Male
15583_18	negative	whradjbmi	Male
15467_10	positive	whradjbmi	Male
9906_21	positive	whradjbmi	Male
7648_9	positive	whradjbmi	Male
7118_24	positive	whradjbmi	Male
19331_18	positive	whradjbmi	Male
11270_17	negative	whradjbmi	Male
13059_33	negative	whradjbmi	Male
15619_49	positive	whradjbmi	Male
12475_48	positive	whradjbmi	Male
6570_1	positive	whradjbmi	Male
9212_22	positive	whradjbmi	Male
6975_52	positive	whradjbmi	Male
3378_49	positive	whradjbmi	Male
7202_107	positive	whradjbmi	Male
9037_1	positive	whradjbmi	Male
18417_3	negative	whradjbmi	Male
8273_84	positive	whradjbmi	Male
6911_103	positive	whradjbmi	Male
16594_44	negative	whradjbmi	Male
3187_52	negative	whradjbmi	Male
15637_38	positive	whradjbmi	Male
12835_101	positive	whradjbmi	Male
14150_7	positive	whradjbmi	Male
12488_9	positive	whradjbmi	Male
11280_6	positive	whradjbmi	Male
8305_18	positive	whradjbmi	Male
9264_11	positive	whradjbmi	Male
3397_7	positive	whradjbmi	Male
17827_53	positive	whradjbmi	Male
7011_8	positive	whradjbmi	Male
7969_163	negative	whradjbmi	Male
19212_4	positive	whradjbmi	Male
17704_74	negative	whradjbmi	Male
14115_34	positive	whradjbmi	Male
4961_17	positive	whradjbmi	Male
12682_5	negative	whradjbmi	Male
6597_24	positive	whradjbmi	Male
9470_15	negative	whradjbmi	Male
19317_114	positive	whradjbmi	Male
5383_14	positive	whradjbmi	Male
7786_83	positive	whradjbmi	Male
16845_15	positive	whradjbmi	Male
6927_7	positive	whradjbmi	Male
10449_31	negative	whradjbmi	Male
6462_12	negative	whradjbmi	Male
19587_12	negative	whradjbmi	Male
16304_6	positive	whradjbmi	Male
18242_8	negative	whradjbmi	Male
18896_23	positive	whradjbmi	Male
17398_55	negative	whradjbmi	Male
11187_11	negative	whradjbmi	Male
8356_88	negative	whradjbmi	Male
9095_5	positive	whradjbmi	Male
17738_7	negative	whradjbmi	Male
10562_42	positive	whradjbmi	Male
8485_7	positive	whradjbmi	Male
14076_74	positive	whradjbmi	Male
4891_50	negative	whradjbmi	Male
8780_2	positive	whradjbmi	Male
19175_18	positive	whradjbmi	Male
4163_5	negative	whradjbmi	Male
9016_12	positive	whradjbmi	Male
3404_51	negative	whradjbmi	Male
6580_29	negative	whradjbmi	Male
17850_42	negative	whradjbmi	Male
4771_10	positive	whradjbmi	Male
5915_58	positive	whradjbmi	Male
12784_10	positive	whradjbmi	Male
3009_3	negative	whradjbmi	Male
12370_30	negative	whradjbmi	Male
18878_15	negative	whradjbmi	Male
13726_4	positive	whradjbmi	Male
4224_7	negative	whradjbmi	Male
4467_49	negative	whradjbmi	Male
3060_43	negative	whradjbmi	Male
17327_3	positive	whradjbmi	Male
11174_8	negative	whradjbmi	Male
10362_35	positive	whradjbmi	Male
5463_22	negative	whradjbmi	Male
14615_46	negative	whradjbmi	Male
11667_29	positive	whradjbmi	Male
4886_3	positive	whradjbmi	Male
10772_21	positive	whradjbmi	Male
11371_1	negative	whradjbmi	Male
10848_137	negative	whradjbmi	Male
2605_49	negative	whradjbmi	Male
14245_195	negative	whradjbmi	Male
18410_26	negative	whradjbmi	Male
8659_68	positive	whradjbmi	Male
19154_41	positive	whradjbmi	Male
5106_52	positive	whradjbmi	Male
5002_76	positive	whradjbmi	Male
16908_5	positive	whradjbmi	Male
2677_1	positive	whradjbmi	Male
16872_248	negative	whradjbmi	Male
11439_88	negative	whradjbmi	Male
8353_15	negative	whradjbmi	Male
8378_3	positive	whradjbmi	Male
4304_18	negative	whradjbmi	Male
8983_7	positive	whradjbmi	Male
9197_4	negative	whradjbmi	Male
18340_2	positive	whradjbmi	Male
9365_91	positive	whradjbmi	Male
19332_1	positive	whradjbmi	Male
4479_14	positive	whradjbmi	Male
7038_45	positive	whradjbmi	Male
10833_64	positive	whradjbmi	Male
17772_7	negative	whradjbmi	Male
4989_7	negative	whradjbmi	Male
12988_49	negative	whradjbmi	Male
9278_9	negative	whradjbmi	Male
3172_28	negative	whradjbmi	Male
13588_11	positive	whradjbmi	Male
8760_10	positive	whradjbmi	Male
12391_27	positive	whradjbmi	Male
11934_9	negative	whradjbmi	Male
18270_10	negative	whradjbmi	Male
10663_42	positive	whradjbmi	Male
14009_65	negative	whradjbmi	Male
9459_7	negative	whradjbmi	Male
8249_124	positive	whradjbmi	Male
4267_81	positive	whradjbmi	Male
13591_31	negative	whradjbmi	Male
7994_41	negative	whradjbmi	Male
17691_1	positive	whradjbmi	Male
8000_17	negative	whradjbmi	Male
15368_3	negative	whradjbmi	Male
4276_10	negative	whradjbmi	Male
6895_1	positive	whradjbmi	Male
17475_18	negative	whradjbmi	Male
18830_1	negative	whradjbmi	Male
16858_384	negative	whradjbmi	Male
11967_23	negative	whradjbmi	Male
8897_3	positive	whradjbmi	Male
13680_3	positive	whradjbmi	Male
18290_6	negative	whradjbmi	Male
8364_74	positive	whradjbmi	Male
3438_10	negative	whradjbmi	Male
16748_1	negative	whradjbmi	Male
3040_59	negative	whradjbmi	Male
18395_5	positive	whradjbmi	Male
18881_7	negative	whradjbmi	Male
19193_18	negative	whradjbmi	Male
9267_2	positive	whradjbmi	Male
19233_75	negative	whradjbmi	Male
11587_5	positive	whradjbmi	Male
6553_68	negative	whradjbmi	Male
11969_5	positive	whradjbmi	Male
6530_63	positive	whradjbmi	Male
15381_45	negative	whradjbmi	Male
4693_72	positive	whradjbmi	Male
11129_66	positive	whradjbmi	Male
16300_4	negative	whradjbmi	Male
16918_198	positive	whradjbmi	Male
19335_2	positive	whradjbmi	Male
9348_1	negative	whradjbmi	Male
8231_122	negative	whradjbmi	Male
9123_18	positive	whradjbmi	Male
14151_4	negative	whradjbmi	Male
4328_2	positive	whradjbmi	Male
2278_61	negative	whradjbmi	Male
5626_20	positive	whradjbmi	Male
11534_6	positive	whradjbmi	Male
10616_67	positive	whradjbmi	Male
5094_62	positive	whradjbmi	Male
7975_97	positive	whradjbmi	Male
15448_47	negative	whradjbmi	Male
13114_50	positive	whradjbmi	Male
8248_222	negative	whradjbmi	Male
12578_13	positive	whradjbmi	Male
10835_25	positive	whradjbmi	Male
13613_23	negative	whradjbmi	Male
9118_7	positive	whradjbmi	Male
13427_66	positive	whradjbmi	Male
8468_19	negative	whradjbmi	Male
15544_25	negative	whradjbmi	Male
5897_58	positive	whradjbmi	Male
2708_54	negative	whradjbmi	Male
12452_32	negative	whradjbmi	Male
12692_56	positive	whradjbmi	Male
13628_58	positive	whradjbmi	Male
13502_2	negative	whradjbmi	Male
18882_7	negative	whradjbmi	Male
7925_18	positive	whradjbmi	Male
17367_5	negative	whradjbmi	Male
6917_49	positive	whradjbmi	Male
13463_1	negative	whradjbmi	Male
5703_26	negative	whradjbmi	Male
16902_17	negative	whradjbmi	Male
8263_64	positive	whradjbmi	Male
17326_44	positive	whradjbmi	Male
12378_71	negative	whradjbmi	Male
16837_20	positive	whradjbmi	Male
12605_1	negative	whradjbmi	Male
15347_12	negative	whradjbmi	Male
12001_7	negative	whradjbmi	Male
14054_17	negative	whradjbmi	Male
4992_49	positive	whradjbmi	Male
8450_36	positive	whradjbmi	Male
6390_18	positive	whradjbmi	Male
18268_5	negative	whradjbmi	Male
5345_51	positive	whradjbmi	Male
14025_18	negative	whradjbmi	Male
16763_11	positive	whradjbmi	Male
13744_37	negative	whradjbmi	Male
12437_18	positive	whradjbmi	Male
8932_1	positive	whradjbmi	Male
15556_49	positive	whradjbmi	Male
12516_13	negative	whradjbmi	Male
9484_75	negative	whradjbmi	Male
9735_44	positive	whradjbmi	Male
6584_1	positive	whradjbmi	Male
4157_2	positive	whradjbmi	Male
8815_1	negative	whradjbmi	Male
5359_65	positive	whradjbmi	Male
19127_1	negative	whradjbmi	Male
8006_12	negative	whradjbmi	Male
2890_59	positive	whradjbmi	Male
2828_82	positive	whradjbmi	Male
15343_337	positive	whradjbmi	Male
10041_3	positive	whradjbmi	Male
11138_16	negative	whradjbmi	Male
2960_66	positive	whradjbmi	Male
12815_9	positive	whradjbmi	Male
18409_61	negative	whradjbmi	Male
10704_91	positive	whradjbmi	Male
8971_9	positive	whradjbmi	Male
19272_9	positive	whradjbmi	Male
15503_20	positive	whradjbmi	Male
12702_13	negative	whradjbmi	Male
4498_62	positive	whradjbmi	Male
8357_43	positive	whradjbmi	Male
4407_10	positive	whradjbmi	Male
3298_52	negative	whradjbmi	Male
8864_59	positive	whradjbmi	Male
2571_12	negative	whradjbmi	Male
7785_1	positive	whradjbmi	Male
10572_65	negative	whradjbmi	Male
17766_5	positive	whradjbmi	Male
12960_9	positive	whradjbmi	Male
15404_3	negative	whradjbmi	Male
19562_8	negative	whradjbmi	Male
6909_40	positive	whradjbmi	Male
8388_24	positive	whradjbmi	Male
8899_75	positive	whradjbmi	Male
7857_22	negative	whradjbmi	Male
9370_69	positive	whradjbmi	Male
17432_25	negative	whradjbmi	Male
12524_18	positive	whradjbmi	Male
19291_2	positive	whradjbmi	Male
16070_7	negative	whradjbmi	Male
9638_2	negative	whradjbmi	Male
18261_34	positive	whradjbmi	Male
7782_34	negative	whradjbmi	Male
4541_49	positive	whradjbmi	Male
15667_39	positive	whradjbmi	Male
11647_6	negative	whradjbmi	Male
17468_1	negative	whradjbmi	Male
3169_70	positive	whradjbmi	Male
2860_19	negative	whradjbmi	Male
13013_41	positive	whradjbmi	Male
7826_1	positive	whradjbmi	Male
9445_44	positive	whradjbmi	Male
9609_25	positive	whradjbmi	Male
11429_80	negative	whradjbmi	Male
9341_1	positive	whradjbmi	Male
8817_29	positive	whradjbmi	Male
3081_70	positive	whradjbmi	Male
7076_17	negative	whradjbmi	Male
6366_38	negative	whradjbmi	Male
16322_10	negative	whradjbmi	Male
13610_9	negative	whradjbmi	Male
9035_2	positive	whradjbmi	Male
17454_15	positive	whradjbmi	Male
8376_25	negative	whradjbmi	Male
6362_6	negative	whradjbmi	Male
10513_13	negative	whradjbmi	Male
4829_43	positive	whradjbmi	Male
11293_14	negative	whradjbmi	Male
6629_3	positive	whradjbmi	Male
5264_65	positive	whradjbmi	Male
14685_17	positive	whradjbmi	Male
19584_33	positive	whradjbmi	Male
11279_42	positive	whradjbmi	Male
4920_10	negative	whradjbmi	Male
3508_78	negative	whradjbmi	Male
14216_35	negative	whradjbmi	Male
10705_14	positive	whradjbmi	Male
4973_18	positive	whradjbmi	Male
9018_38	positive	whradjbmi	Male
10847_1	negative	whradjbmi	Male
3622_33	positive	whradjbmi	Male
8368_102	negative	whradjbmi	Male
19199_3	positive	whradjbmi	Male
6221_1	negative	whradjbmi	Male
16749_79	negative	whradjbmi	Male
14197_2	negative	whradjbmi	Male
11643_73	negative	whradjbmi	Male
3325_2	negative	whradjbmi	Male
6544_33	positive	whradjbmi	Male
8220_15	negative	whradjbmi	Male
11696_7	negative	whradjbmi	Male
3399_31	negative	whradjbmi	Male
12726_3	positive	whradjbmi	Male
19152_4	positive	whradjbmi	Male
8950_4	positive	whradjbmi	Male
2636_10	negative	whradjbmi	Male
12587_65	negative	whradjbmi	Male
13727_44	negative	whradjbmi	Male
8766_29	negative	whradjbmi	Male
8687_26	positive	whradjbmi	Male
3485_28	negative	whradjbmi	Male
11678_105	positive	whradjbmi	Male
6107_3	negative	whradjbmi	Male
12844_10	positive	whradjbmi	Male
15434_5	negative	whradjbmi	Male
3486_58	negative	whradjbmi	Male
7144_234	positive	whradjbmi	Male
13985_12	negative	whradjbmi	Male
7108_7	positive	whradjbmi	Male
6431_68	positive	whradjbmi	Male
11186_12	negative	whradjbmi	Male
13465_5	positive	whradjbmi	Male
12658_72	positive	whradjbmi	Male
9573_108	positive	whradjbmi	Male
9053_16	negative	whradjbmi	Male
15446_25	negative	whradjbmi	Male
5437_63	negative	whradjbmi	Male
18294_26	positive	whradjbmi	Male
19254_125	negative	whradjbmi	Male
15668_19	negative	whradjbmi	Male
13381_49	negative	whradjbmi	Male
14268_4	positive	whradjbmi	Male
11570_94	negative	whradjbmi	Male
14208_3	negative	whradjbmi	Male
2697_7	positive	whradjbmi	Male
11237_49	positive	whradjbmi	Male
9283_8	positive	whradjbmi	Male
3361_26	positive	whradjbmi	Male
5133_17	positive	whradjbmi	Male
19230_12	positive	whradjbmi	Male
15364_101	negative	whradjbmi	Male
17673_34	negative	whradjbmi	Male
10760_107	positive	whradjbmi	Male
7142_5	negative	whradjbmi	Male
4499_21	positive	whradjbmi	Male
2797_56	positive	whradjbmi	Male
16561_9	negative	whradjbmi	Male
14114_18	positive	whradjbmi	Male
14100_63	negative	whradjbmi	Male
2418_55	positive	whradjbmi	Male
18407_36	positive	whradjbmi	Male
8048_9	positive	whradjbmi	Male
9051_13	negative	whradjbmi	Male
19323_1	negative	whradjbmi	Male
4967_1	positive	whradjbmi	Male
19491_11	positive	whradjbmi	Male
7007_24	positive	whradjbmi	Male
12808_103	positive	whradjbmi	Male
5087_5	positive	whradjbmi	Male
8304_50	negative	whradjbmi	Male
12046_51	negative	whradjbmi	Male
4149_8	positive	whradjbmi	Male
6955_68	negative	whradjbmi	Male
9000_177	negative	whradjbmi	Male
9979_13	negative	whradjbmi	Male
8321_27	positive	whradjbmi	Male
13575_40	positive	whradjbmi	Male
7115_5	negative	whradjbmi	Male
2609_59	negative	whradjbmi	Male
18339_207	positive	whradjbmi	Male
5590_11	negative	whradjbmi	Male
7551_33	negative	whradjbmi	Male
8252_2	positive	whradjbmi	Male
13386_248	positive	whradjbmi	Male
16617_14	positive	whradjbmi	Male
19109_32	positive	whradjbmi	Male
3152_57	negative	whradjbmi	Male
10087_10	positive	whradjbmi	Male
11513_92	negative	whradjbmi	Male
11387_3	positive	whradjbmi	Male
4534_10	positive	whradjbmi	Male
5690_49	positive	whradjbmi	Male
11328_9	positive	whradjbmi	Male
6627_25	positive	whradjbmi	Male
11441_11	positive	whradjbmi	Male
2851_63	negative	whradjbmi	Male
5340_24	positive	whradjbmi	Male
10044_12	positive	whradjbmi	Male
5441_67	negative	whradjbmi	Male
4140_3	positive	whradjbmi	Male
13032_1	negative	whradjbmi	Male
6533_20	positive	whradjbmi	Male
6227_1	positive	whradjbmi	Male
7935_26	positive	whradjbmi	Male
5610_32	positive	whradjbmi	Male
3234_23	negative	whradjbmi	Male
12854_3	positive	whradjbmi	Male
7104_71	negative	whradjbmi	Male
3445_53	negative	whradjbmi	Male
7117_21	negative	whradjbmi	Male
15481_45	negative	whradjbmi	Male
16818_200	negative	whradjbmi	Male
10342_55	negative	whradjbmi	Male
13545_97	negative	whradjbmi	Male
5526_53	negative	whradjbmi	Male
5036_50	negative	whradjbmi	Male
16932_5	positive	whradjbmi	Male
5743_82	positive	whradjbmi	Male
15533_97	negative	whradjbmi	Male
5452_71	negative	whradjbmi	Male
6321_65	positive	whradjbmi	Male
6494_60	positive	whradjbmi	Male
18411_83	positive	whradjbmi	Male
4986_59	positive	whradjbmi	Male
11364_18	positive	whradjbmi	Male
8469_41	negative	whradjbmi	Male
6936_7	positive	whradjbmi	Male
2834_54	negative	whradjbmi	Male
3199_54	negative	whradjbmi	Male
5981_6	negative	whradjbmi	Male
7073_69	positive	whradjbmi	Male
7258_5	negative	whradjbmi	Male
12008_3	negative	whradjbmi	Male
2590_69	negative	whradjbmi	Male
16055_3	negative	whradjbmi	Male
2649_77	negative	whradjbmi	Male
6231_46	positive	whradjbmi	Male
9368_64	positive	whradjbmi	Male
11656_110	negative	whradjbmi	Male
4154_57	positive	whradjbmi	Male
15525_294	negative	whradjbmi	Male
6456_17	positive	whradjbmi	Male
18170_46	negative	whradjbmi	Male
12540_25	positive	whradjbmi	Male
3435_53	positive	whradjbmi	Male
17165_1	positive	whradjbmi	Male
9848_22	positive	whradjbmi	Male
7917_17	negative	whradjbmi	Male
19518_12	negative	whradjbmi	Male
4141_79	negative	whradjbmi	Male
3738_54	negative	whradjbmi	Male
10003_15	positive	whradjbmi	Male
8046_9	positive	whradjbmi	Male
15444_45	negative	whradjbmi	Male
6550_4	positive	whradjbmi	Male
8993_151	positive	whradjbmi	Male
6620_82	negative	whradjbmi	Male
15606_19	positive	whradjbmi	Male
17161_1	negative	whradjbmi	Male
9043_7	negative	whradjbmi	Male
5651_50	positive	whradjbmi	Male
8654_13	negative	whradjbmi	Male
5457_5	positive	whradjbmi	Male
3235_50	negative	whradjbmi	Male
4968_50	positive	whradjbmi	Male
3605_77	positive	whradjbmi	Male
13430_50	positive	whradjbmi	Male
7227_75	positive	whradjbmi	Male
4929_55	negative	whradjbmi	Male
9345_436	positive	whradjbmi	Male
16299_13	positive	whradjbmi	Male
12626_6	positive	whradjbmi	Male
4430_44	negative	whradjbmi	Male
16585_16	positive	whradjbmi	Male
4128_27	negative	whradjbmi	Male
19581_15	positive	whradjbmi	Male
10731_10	positive	whradjbmi	Male
5353_89	negative	whradjbmi	Male
2827_23	negative	whradjbmi	Male
5097_14	positive	whradjbmi	Male
18415_16	positive	whradjbmi	Male
7751_121	negative	whradjbmi	Male
11177_16	positive	whradjbmi	Male
3344_60	positive	whradjbmi	Male
4459_68	negative	whradjbmi	Male
5451_1	negative	whradjbmi	Male
8068_43	positive	whradjbmi	Male
11370_20	positive	whradjbmi	Male
12893_159	positive	whradjbmi	Male
6342_10	positive	whradjbmi	Male
16610_13	negative	whradjbmi	Male
13988_67	negative	whradjbmi	Male
18895_54	negative	whradjbmi	Male
5532_53	positive	whradjbmi	Male
15427_35	positive	whradjbmi	Male
5392_73	negative	whradjbmi	Male
12423_38	positive	whradjbmi	Male
9014_18	positive	whradjbmi	Male
6521_35	positive	whradjbmi	Male
18935_14	positive	whradjbmi	Male
8011_96	positive	whradjbmi	Male
4272_46	negative	whradjbmi	Male
6520_87	negative	whradjbmi	Male
18900_37	positive	whradjbmi	Male
15439_21	positive	whradjbmi	Male
4970_55	positive	whradjbmi	Male
